"","annot","BH.Q","ADJ.P","PER","LAG","AMP"
"197","Kdm5b",0.0932844693440593,0.0509800483938299,12,11,1.73455419479327
"198","Stx4a",1.9782465521739e-07,1.29332877720393e-08,24,2,6.47900343068127
"199","Gtf2ird1",1.26308597622754e-10,3.02396274234953e-12,24,0,8.99407937651252
"200","Ppp1r9a",1.04358553523687e-05,1.14832846648993e-06,24,4,5.22495922727383
"201","Atat1",1.98595319906122e-05,2.39557890494493e-06,24,23,5.54383244961449
"202","Sort1",0.0060881511343484,0.00203779275997757,24,2,7.39722870141694
"203","Arhgef3",0.0932844693440593,0.0509800483938299,24,6,1.96465187808765
"204","Camsap3",0.00864838463670233,0.00310975524920098,24,23,2.64830409764624
"205","Slc44a1",8.19573450560384e-08,4.49029652931334e-09,24,23,6.7209506591207
"206","Ces2c",0.0686385085849174,0.0360889395966739,24,14,5.16540654753732
"207","Stat5a",4.23963989428684e-07,3.10360379001661e-08,24,23,5.90758583454155
"208","Orm2",0.110965272318697,0.0624307379251601,12,0,6.7838772209801
"209","Robo1",0.502608387405487,0.372559624181784,24,8,3.98843474293309
"210","Sucnr1",0.0198332656445696,0.00819994132082113,12,5,8.46356029808529
"211","Serpina12",1,0.924946209307595,22,5,4.00078105846572
"212","Rhbdd1",0.00288783368145149,0.000845608757552093,24,4,3.57529960128133
"213","Casp8",0.173020379437109,0.105389485264869,12,11,1.59407441151604
"214","Sh3glb2",1,0.924946209307595,24,7,2.30383392842004
"215","Irs2",0.0444249747109855,0.0218852315565168,24,1,7.02012987891844
"216","Hivep1",0.434230128113989,0.314077132259243,12,11,2.08511614906627
"217","Hook2",0.0113896832099765,0.00432619182699385,24,9,3.89699229543262
"218","Slc15a4",8.29900896176178e-06,8.94092125714667e-07,24,12,4.76950466715689
"219","Wwtr1",0.00111395380632998,0.000276436971276179,24,8,3.28971247011633
"220","Shroom2",0.087716003237377,0.0476137973374159,24,21,1.9061503551845
"221","Tspan14",0.000519244663268824,0.000114033013065943,24,23,4.09763434000385
"222","Slc25a4",0.173020379437109,0.105389485264869,12,11,0.955127040180047
"223","Rabl6",5.35308347335269e-05,7.7634497887021e-06,24,15,4.05652744271039
"224","Sugct",0.00334561626501806,0.00101200270999856,24,9,4.26995820533845
"225","Dnajb1",0.000566973451849956,0.000126081112911385,12,0,8.88415773718304
"226","Cyp4f17",2.96428286023186e-05,3.86230225343286e-06,24,22,4.83482417264393
"227","Mdfic",0.0395534225733349,0.0189026025005164,24,0,3.28952222852662
"228","Tmem131l",7.69260439699118e-05,1.22189158239501e-05,24,8,6.72683992691964
"229","Srm",7.69260439699118e-05,1.22189158239501e-05,24,14,7.45819890808146
"230","Fam149a",1.98067600855169e-09,7.20411623736573e-11,24,0,5.60637909318031
"231","Vwa5a",1,1,24,4,1.48402230173359
"232","Tex264",0.0686385085849174,0.0360889395966739,24,9,3.10413373122484
"233","Mief2",1,1,14,12,1.87220854106037
"234","Axl",0.325578196581937,0.221099373829815,12,10,3.84320595920485
"235","Il4ra",9.20105610966307e-07,7.24392539020435e-08,24,0,5.40942254619434
"236","Dnmt3a",0.00213579785261276,0.000587049409765109,24,5,3.19896374891029
"237","Mrc1",1,1,24,0,3.77343214530655
"238","Slc22a5",9.20105610966307e-07,7.24392539020435e-08,24,12,5.47860509446558
"239","Chd7",0.00130278130935884,0.000334692435829757,24,12,4.052973211753
"240","Chordc1",0.00288783368145149,0.000845608757552093,12,0,7.73932505261751
"241","Slc35g1",0.000124477356547412,2.12620162426748e-05,24,14,5.13893481869517
"242","Cep85l",0.215149545144235,0.135706665215286,12,9,2.45261257811591
"243","Bcas3",3.96205091384411e-05,5.49068750030882e-06,24,9,5.23539694683354
"244","Cacybp",0.00061384314554163,0.000139329958909771,24,18,4.03773612336338
"245","Leap2",3.27720970558969e-05,4.34547143282611e-06,24,0,8.36602371131115
"246","Gas1",0.000736520729429587,0.000169888068804891,12,5,5.57535004104722
"247","Mpdz",3.62205825150168e-05,4.88610988807547e-06,24,6,4.79575838825235
"248","Usp36",0.000399719415919463,8.4103026277714e-05,12,11,3.84420184962832
"249","Foxk2",0.00229536605309126,0.00064359020549382,12,0,4.38535262690392
"250","Exoc4",0.000801465818882245,0.000187451489867486,24,7,4.92990487882641
"251","Ip6k2",0.087716003237377,0.0476137973374159,12,6,3.31668063695665
"252","1810013L24Rik",1.21095561912459e-08,5.63105513497162e-10,24,7,4.24864636630007
"253","Ephb4",1,0.972825832930178,12,10,1.9582221410645
"254","Tcaim",0.0686385085849174,0.0360889395966739,24,19,3.0183053996195
"255","Ercc3",1,0.972825832930178,16,9,0.683922773647827
"256","Amd1",0.00563358012255962,0.00187007885283862,24,11,4.69226236874975
"257","4833420G17Rik",0.000736520729429587,0.000169888068804891,24,6,3.26023256051953
"258","Lgalsl",1.50271439498263e-13,1.38371491250703e-15,24,22,14.8328010681733
"259","Alpl",6.43748499958425e-05,9.75107074062256e-06,24,15,8.59324981360447
"260","Cyp26a1",0.0537212926756846,0.0271821826199712,12,2,8.86316995373431
"261","Ctcflos",0.00521823834258072,0.00171538774245057,24,12,5.36535676841488
"262","Tbc1d8",0.00997955821040415,0.00367111740797096,24,14,5.00947748140113
"263","Hspb1",0.0571283632808343,0.0291954342733545,22,21,6.60127577283623
"264","Bak1",0.377652715861544,0.263939605284449,24,14,1.30234869821565
"265","Ccnd1",0.13859821473494,0.0813594492573886,12,0,6.70078050274095
"266","Pde4b",0.0373488094241697,0.0175566917228717,24,7,5.42174340456928
"267","Foxq1",0.52515207968995,0.394105842492918,16,1,3.22169864117116
"268","Col1a2",0.974710824173116,0.7934110207818,12,0,4.51777789805674
"269","Pik3c3",0.805760222576146,0.643643640041259,24,4,2.20024656059285
"270","Slc39a8",1.04358553523687e-05,1.14832846648993e-06,24,1,4.7852703929584
"271","Zfp707",0.00267576643819794,0.000772424289479791,12,5,4.97944230131885
"272","Slc35b1",0.00267576643819794,0.000772424289479791,24,22,4.97440741041542
"273","Paqr7",0.087716003237377,0.0476137973374159,16,8,2.3673980976736
"274","Slc41a2",2.96428286023186e-05,3.86230225343286e-06,24,21,16.0675208094581
"275","Prkcz",0.638093548616171,0.491790331668264,16,9,2.12603638717205
"276","Ppp2r2d",0.00130278130935884,0.000334692435829757,24,9,3.4794295637725
"277","Mfsd14a",0.00334561626501806,0.00101200270999856,24,20,2.21959928382159
"278","Fam169b",1.05154133145762e-07,6.10010164657735e-09,24,13,4.36509814392505
"279","Acmsd",9.47690992680059e-08,5.23586183801138e-09,24,20,12.80937201017
"280","Zbtb38",1,1,24,2,1.62360288102963
"281","Atg4d",0.456050172288674,0.332589075923232,12,0,1.4781346944957
"282","Ttc7b",0.00061384314554163,0.000139329958909771,22,17,4.92435626671698
"283","Flcn",5.05958883647389e-09,2.04992549544062e-10,24,7,7.63976425376495
"284","Cpsf2",5.35308347335269e-05,7.7634497887021e-06,24,20,3.33667345015141
"285","Ddhd1",6.92307715081334e-12,1.11559714677011e-13,24,22,7.40095986519109
"286","Ccz1",0.394871954686243,0.279791868444811,24,6,1.35451561850623
"287","Adssl1",7.0822742545477e-08,3.84764439243383e-09,24,10,5.28738822833525
"288","Pycrl",0.110965272318697,0.0624307379251601,24,17,1.75238523998927
"289","Mertk",0.52515207968995,0.394105842492918,12,10,2.851752857773
"290","Slc16a5",3.01648054459782e-06,2.80538245860386e-07,24,13,12.8326766648883
"291","Slc39a4",0.00312069778661136,0.000925289767300975,24,23,6.44309545745799
"292","Rrs1",0.000336479168844206,6.84732010263072e-05,12,11,6.21077281149932
"293","Samd8",0.000102676822184771,1.7065530759071e-05,12,5,3.06938649328957
"294","Abcd2",1.29881725625055e-05,1.4710361189578e-06,24,8,12.5760755231103
"295","Dhx40",3.01648054459782e-06,2.80538245860386e-07,24,5,3.40197698980114
"296","Zfp236",0.0421219569979857,0.0203434313493955,24,20,3.02088102589137
"297","Atxn1l",0.769381436278674,0.610333432186075,18,5,1.19029414892934
"298","Imp3",0.769381436278674,0.610333432186075,16,6,1.81325823481555
"299","Galnt4",1,1,14,8,1.31798748081305
"300","Fam114a1",0.000218120993455171,4.0571308174903e-05,24,4,3.9571113746693
"301","Cyp2u1",0.000199581457260799,3.64796678326599e-05,24,0,4.52503026345126
"302","Slc25a32",1.40061112683856e-08,6.64194042653643e-10,24,11,6.35419599103594
"303","Gnl1",6.43748499958425e-05,9.75107074062256e-06,24,11,4.61516592402014
"304","Rfx7",0.0571283632808343,0.0291954342733545,24,22,1.27401313137989
"305","Ipo13",0.131651918466152,0.0761908202172895,12,11,2.43408304818214
"306","Pik3r4",0.00389564922392177,0.00120887089176946,24,4,2.22613505518103
"307","Rbm3",1.9782465521739e-07,1.29332877720393e-08,24,11,4.98039379039198
"308","Msi2",0.000436909338582627,9.31349096518216e-05,24,3,3.5087585009928
"309","Rbx1",1,1,24,6,0.732532861003917
"310","Pim1",0.173020379437109,0.105389485264869,24,4,2.89559516191954
"311","Wdr43",0.00650586466649673,0.00221954222738217,24,13,2.70998103897089
"312","Jmy",1,1,12,6,2.31935231640846
"313","Rabggtb",0.000336479168844206,6.84732010263072e-05,24,2,2.9806561845102
"314","Acsl3",0.0121643953023264,0.00469326117097123,24,21,6.60135423349094
"315","Mxi1",0.0257655120345585,0.0111745452746566,24,12,1.93606039138914
"316","Washc4",0.0224958858288927,0.00958043019876876,24,22,2.18894479870612
"317","Gata4",0.00229536605309126,0.00064359020549382,24,21,3.18812675980171
"318","1700017B05Rik",1.34884109370825e-07,8.25947815208093e-09,24,21,7.71936925736656
"319","Phf21a",2.2005169334046e-07,1.49943142791842e-08,24,23,3.81279308379355
"320","Tnfaip8l1",0.00485236539444844,0.00157277405050262,24,3,3.70706742848759
"321","Dctn4",7.03718343364183e-05,1.0918650170982e-05,24,5,1.9239486398434
"322","Arl4a",7.69260439699118e-05,1.22189158239501e-05,24,21,4.85897244198371
"323","Pts",0.578522249406821,0.440550552725084,24,8,2.42740631244318
"324","Pnpt1",0.131651918466152,0.0761908202172895,24,21,1.24483461285754
"325","Klhdc2",0.0130198788883211,0.00508926205165037,24,4,2.86960336761962
"326","Parp10",0.00165502437768186,0.000444235364727682,24,7,3.77008695987135
"327","Atad2b",0.00334561626501806,0.00101200270999856,24,22,2.32795401649851
"328","Mrpl27",0.0130198788883211,0.00508926205165037,24,9,2.17191717863706
"329","Rab3gap2",0.000519244663268824,0.000114033013065943,24,4,2.17001256312886
"330","Ier2",1,1,12,11,2.11853577662159
"331","Itih5",1,1,24,2,2.89225840652175
"332","Lrrc28",3.27720970558969e-05,4.34547143282611e-06,24,13,8.31813878593252
"333","Vps13a",9.13165601124749e-09,4.03609105469503e-10,24,15,5.92624061546853
"334","Ptpn9",0.000199581457260799,3.64796678326599e-05,24,21,4.30738270727924
"335","Cyp3a59",0.0646035585083442,0.033640250770229,12,7,6.14288573229287
