"annot","pVal","phase","peak.shape","period"
"Ccnt1",4.25673545435906e-05,2,6,12
"Tmx1",0.000124170092699339,14,16,24
"Htatsf1",0.000693649172203909,10,12,24
"Srsf7",6.04639021907435e-06,2,6,12
"Pkdcc",1.59611888851365e-07,16,16,24
"Alg5",0.0632667964254736,12,12,22
"Gtf2a1",0.000789624454578814,6,10,22
"Ctsf",3.67178041494639e-07,22,4,24
"Ubald1",2.93682776682413e-05,12,10,24
"Axin1",0.869838698275539,8,4,12
"Pi4k2b",0.00153722190249576,18,16,22
"Scamp2",2.67112840659094e-05,6,12,24
"Ank3",5.41825016955635e-11,8,14,24
"Vwa5a",0.123337972176961,4,6,16
"Fastkd1",1.85306208639843e-07,14,16,24
"Gfus",3.67755405803672e-06,10,14,24
"Serpina12",0.0757437331677207,4,4,12
"Secisbp2",1.25232393205643e-06,2,8,12
"Map3k2",0.0016860000639805,16,8,18
"Cela1",1.04297454485734e-07,2,16,24
"Nemf",1.33593953638444e-08,2,8,12
"0610012G03Rik",0.0295379284247623,12,16,24
"Parp10",4.40505602599635e-09,10,8,24
"Fam53a",8.17149920504201e-07,2,6,12
"Slc35c1",4.55800881631113e-05,24,8,24
"Usp16",1.38694162893709e-07,2,4,12
"Zfhx2",6.03009392225231e-05,6,4,24
"Pts",0.0126125865312519,6,10,24
"Nol9",6.54076369710549e-06,2,6,12
"Usp12",0.000220410192332215,20,12,22
"Ralgapb",0.000130792651478013,4,6,22
"Capn1",3.53023374190078e-12,8,10,24
"Atp6v0e",0.000323965374962514,4,4,24
"Paxip1",8.73043946398057e-08,18,14,24
"Ift46",5.2180041532188e-12,10,6,24
"Apex1",0.000228970320562288,4,10,24
"Rdh10",0.0127684416175066,2,8,18
"Eif2s3x",0.0181489038701822,2,10,16
"Nelfe",1.32467290282447e-07,10,4,24
"Rfng",1.7534407585322e-06,20,12,24
"Polr3c",1.86111205410468e-05,12,10,16
"Mark4",0.244453229898988,8,10,24
"Dnajc21",1.0226127264432e-05,20,12,24
"Dmxl1",2.08839597849108e-05,16,18,24
"Kif13a",6.85703297504494e-05,14,14,24
"Braf",0.438341946890716,8,4,12
"Rab4a",2.10434529076913e-06,16,6,24
"Kat14",2.45575524256513e-07,16,14,24
"Slu7",4.77706223819307e-06,6,12,22
"Scaf8",0.00777445801414371,2,8,12
"Amd1",7.51182120745546e-10,12,18,24
"Ints4",0.0459001344637513,8,12,22
"Iffo2",1.99340458105698e-07,10,12,24
"Rnf31",0.019799232980594,2,6,12
"Yipf4",0.000293444469790387,6,12,24
"Nlrp12",0.00540411444259859,14,4,16
"Ppp2r3a",2.32627606374523e-05,8,6,12
"Zfp746",0.00470904521616644,8,8,16
"Nup88",3.53989445612728e-05,2,20,24
"Cops8",0.000309973547018463,2,8,12
"Abhd18",8.52407461956426e-08,8,8,24
"Nfkbib",3.46076006395638e-05,4,18,24
"Strn3",0.00296340561863413,16,14,24
"Tbc1d24",0.000461547353692772,16,12,22
"Rsu1",0.0907845189810016,4,10,16
"Nudt9",0.123442293549476,10,6,24
"Cyp4f17",4.07289623030381e-08,22,16,24
"Igfbp1",0.00197878409232341,6,6,12
"Mmgt1",2.09546918965276e-07,16,20,24
"Pex11b",8.09549712443742e-10,14,10,22
"Caskin2",9.71999733700656e-06,16,16,24
"Fnta",0.00269988502105848,2,20,24
"Hdac6",2.64193698386794e-08,8,8,24
"Banf1",1.8595931740193e-06,10,12,16
"Ost4",0.017643759084659,4,6,12
"Ufd1",4.48915946498914e-05,2,20,24
"Gpr137",6.69643805907793e-08,2,12,24
"Nvl",0.00026919897703194,2,6,24
"Rfc1",1.97599592332872e-05,8,4,24
"Tbca",0.0953703284844786,12,8,22
"Tshz1",2.55279548596999e-08,14,12,24
"Map2k5",6.75778164706498e-08,8,8,24
"Gm15764",0.201269678118683,24,14,24
"Pcm1",0.0114116729057324,4,10,16
"Coq10a",5.78711072684533e-09,12,6,24
"Rictor",0.0048835633422186,6,12,24
"Rapgef2",0.0071637440400192,4,8,16
"Pnpt1",6.50526437081642e-08,20,18,24
"Gata4",8.19120790819644e-09,24,10,24
"Dedd2",6.59094533721797e-12,10,14,24
"Lrrc28",1.65849339877491e-13,14,16,24
"Sdf2",0.00231590305301317,6,8,24
"Mrpl13",0.00193083326443779,10,12,16
"2610507I01Rik",8.3976688734337e-06,2,14,24
"Utp20",0.00282450442967458,16,14,24
"Mertk",7.89661293360663e-05,10,16,24
"Fyttd1",0.000339466110606653,14,14,24
"Mpdz",4.7385871510611e-14,8,10,24
"Slc43a3",0.000237325455101748,14,10,24
"Wdr48",0.206591500695943,10,6,24
"Insc",6.25147011121473e-09,2,8,24
"Shroom2",0.000811035139647124,22,14,24
"Frs2",0.194728586221693,2,6,18
"Sult1b1",0.00307078414338986,10,10,24
"Tmem189",0.00681650697818431,14,14,24
"Pop5",0.0316983299841062,12,6,12
"Parl",0.00198140804176215,10,14,22
"Slc17a8",1.55186116453005e-06,22,14,24
"Virma",0.00941704237105798,2,10,24
"Ccnt2",0.00172110603923229,14,16,24
"Ahnak",2.42061837803354e-05,16,14,24
"Slc15a4",4.96046609391214e-08,14,12,24
"BC003965",0.0306144519757601,12,4,24
"Cryzl2",0.0514206945888148,6,10,24
"Gtf2ird1",2.51099267782871e-12,6,6,24
"Egr1",0.00234148622998002,8,10,22
"Pip4k2c",1.41517380154299e-05,8,8,24
"Mpc1",0.0161284571381396,8,14,24
"Xab2",8.48882583928164e-10,2,16,24
"E130309D02Rik",1.42249844788853e-12,14,18,24
"Vps16",9.48468929809956e-07,12,4,24
"Med22",9.60953752775842e-05,2,8,12
"Fam193a",0.000311532151376067,8,10,22
"Dmtf1",0.000828070948129101,2,12,24
"Snx27",0.00844379547794049,20,12,22
"Eny2",4.94846831229095e-06,12,10,24
"Dixdc1",4.64164471281456e-09,8,8,24
"N4bp1",0.0350233660138011,16,6,24
"Sh3bp2",5.21290711650308e-08,10,12,24
"Nubp2",9.17821921575981e-08,2,6,24
"Ifi35",0.00354142904076766,12,8,12
"Hivep1",0.078001339524613,6,20,24
"Usp39",7.70355891970283e-07,16,16,24
"Thpo",5.76323832477465e-09,2,8,24
"Scamp4",5.14250220434704e-07,12,10,16
"Cish",0.00247289792779413,16,8,22
"4933434E20Rik",0.0168792077202534,4,12,24
"Gdap2",2.02665115471577e-08,4,4,12
"Tnks",0.145327587246001,16,10,18
"Gtf2f1",1.05109578658858e-06,4,4,12
"Foxp1",1.17171456066141e-05,8,6,24
"Washc4",0.0108698985442755,16,20,24
"Cog1",0.403165703742967,4,8,22
"Nfyc",0.000434191555410783,18,12,24
"Slc25a38",2.3996134966576e-06,2,8,12
"Fbxw9",0.167296616385996,6,16,24
"Casp9",2.77647826613464e-05,8,8,24
"Vrk3",6.93223244187277e-10,6,12,24
"Tbk1",2.89601389964971e-07,4,14,24
"Elf2",3.71287567735446e-06,10,12,24
"Mrps27",7.38095441717347e-07,2,10,24
"Taf1",6.40141456907669e-10,2,10,24
"Zfp622",1.63020134569904e-14,24,18,24
"Lsm14b",2.49450366337191e-07,12,10,24
"Atxn1l",0.0654055725603833,8,4,24
"Dxo",0.0261599596504482,12,12,16
"Clns1a",0.944483598329425,20,8,22
"Ift52",2.16269485774688e-08,8,14,24
"Fbh1",0.146396783837516,4,18,22
"Gpr180",0.0132711192389988,4,6,12
"Vps39",0.00016355331585304,8,10,24
"Jmy",0.0181127562085442,6,4,16
"Ptpra",0.0302996002298817,6,6,24
"Rps6kb2",0.000269171338980044,12,10,16
"Nelfb",2.11045585152111e-08,4,10,24
"Zfp281",0.000255926005536303,14,14,24
"Kdm4b",4.16569986529306e-09,20,12,24
"Nat8",0.0513049951022671,20,10,24
"Osbpl11",6.45813031782819e-12,22,14,24
"Ppp2r2d",6.13951525649903e-09,10,10,24
"Ing4",2.17999575711072e-09,4,10,24
"Dgkq",0.36325734833244,4,14,22
"Irf2bp1",2.89076975830508e-05,12,8,12
"Hamp2",0.975033078339783,6,6,16
"Etv6",0.000142151283788108,4,8,12
"Mtrex",3.12711114329488e-05,2,8,12
"Eya3",0.0234666873657459,2,4,12
"Vps13a",2.09051159424907e-10,16,14,24
"Med24",1.71363512303086e-13,4,8,24
"Mon1a",9.37184995939419e-05,16,16,24
"Sf3b5",0.000155226024699598,8,12,22
"Rhob",0.0100546562516094,2,4,12
"Micu1",1.51911162964924e-15,6,12,24
"Tbl2",1.15985798165668e-08,16,16,24
"Nop2",9.77700089142086e-08,16,16,24
"Vps51",1.78772064566863e-09,10,10,22
"Tmem11",1.17403717458647e-08,10,8,24
"Nsmce4a",0.00703327077318974,8,16,24
"Nras",0.034286027248068,14,6,16
"A430005L14Rik",0.00034019606658731,12,20,24
"Oxnad1",4.08559025249896e-09,20,16,24
"Slc35c2",1.3477609592255e-06,12,6,24
"Wdr36",1.66864416253319e-06,16,14,24
"Ciao2a",1.51605054231928e-06,2,10,24
"Tmem87b",1.24291409104675e-08,14,12,24
"Idnk",0.327710692731227,12,8,12
"Cog6",0.00167287715913295,4,14,24
"Naa25",3.53547302135209e-07,2,8,24
"Arhgef3",4.52866469605789e-06,8,10,24
"Samhd1",0.424278988703061,10,2,16
"Trappc1",0.0250598544392092,12,10,16
"Cox19",0.00045551010953073,6,8,24
"Cad",2.43869269348509e-07,4,6,12
"Atad2b",3.70182364342224e-07,20,14,24
"Lsm6",0.170050551815536,12,12,16
"Cdk10",0.0141090448448267,12,12,16
"Ddo",4.21297978214283e-12,16,10,24
"Brip1os",0.133068695596214,4,12,20
"Acss3",2.166140952421e-07,6,6,16
"Zc3h13",0.0442005222993617,16,16,24
"Ino80d",0.0719661276522446,4,8,12
"Xpo5",0.0100779336902061,16,16,24
"Dgkd",3.12157034429455e-08,12,12,24
"Nop16",7.47824419010428e-12,16,18,24
"Tmem170b",0.00210385524412337,2,12,16
"Pogz",0.00172738195281188,4,6,12
"Acot1",1.86123159611926e-06,20,14,24
"Lemd2",0.00842753983469009,12,6,12
"Fam3c",0.0732374362351366,16,12,22
"Tapbpl",8.70419462410563e-06,8,12,24
"H2-Ab1",0.00594946667814198,4,12,16
"0610031O16Rik",2.41113211448462e-07,10,16,24
"Phf21a",1.65646427813514e-06,4,10,24
"Ap1s1",0.0118533672961406,12,12,16
"Efnb1",2.78632604363971e-11,2,10,24
"Ets2",0.00394907554905746,2,8,12
"Tcf3",3.9725488923072e-07,10,10,22
"Zbtb8os",0.0085945424304985,12,10,16
"Zcchc8",0.0141450756865914,24,14,24
"Imp4",0.932931993208356,20,16,20
"Nup155",0.00946648000575507,2,6,12
"Zfp710",0.0398038055002573,4,6,12
"Wdr43",2.61933659670621e-07,2,6,12
"Slc35g1",7.26995620489928e-12,14,16,24
"Chrna4",0.000186084964855498,20,18,24
"Pafah1b2",4.5301547923176e-06,16,16,24
"Mnt",0.000992544877241474,20,10,24
"Bak1",0.118784164726091,16,14,24
"Slc66a1",1.93782211962777e-10,8,6,24
"Smc3",1.93377705247778e-06,2,10,24
"Arhgap12",9.59427970185331e-11,8,8,24
"Dcun1d5",0.260749330505141,2,8,12
"Glce",0.00753317478647759,4,8,16
"Mup-ps12",0.000167190612771496,6,14,24
"Clasp1",0.000451440596746113,16,16,24
"Clec4g",0.00152291274451139,10,4,16
"Polr2e",3.20084328718234e-05,12,10,24
"Atxn7l1",2.41939446415362e-06,6,8,12
"Mcat",1.9248088095887e-05,4,12,24
"Dgat1",0.000123757707357851,6,16,24
"Cyld",0.00100395296398645,8,16,24
"Rnf216",1.18011599498818e-05,8,10,24
"Mrpl1",1.02562476977022e-06,2,20,24
"Zfp950",3.36051783122561e-07,2,12,24
"Slc37a3",0.0669237736825404,12,8,16
"Mcts1",0.22355999848251,4,8,12
"Frmd8",2.12766789591826e-05,16,4,24
"Uba2",0.000695871644631062,2,8,12
"Mep1a",0.999999999740223,18,16,24
"Srp14",0.000746281632119789,10,12,16
"Ate1",0.212472277306576,2,8,18
"Coq7",0.0103325368994898,14,16,22
"Heatr1",1.35622806948767e-06,2,8,12
"Enho",0.000183765078337919,12,10,16
"Pithd1",1.23765103998257e-10,24,16,24
"Thoc3",2.08686565195154e-05,8,18,24
"Ndufa1",0.00566637575860459,12,6,16
"Ptk2",1.65282243626846e-05,20,16,24
"Mrpl58",0.00321396076318974,12,4,16
"Adssl1",2.58635536644647e-12,8,14,24
"H2az2",2.2745531718627e-05,8,8,12
"Slc25a30",0.00146435314728765,12,14,16
"Xrcc5",0.0296301251138321,10,6,24
"Rasa1",0.00119201115696296,6,6,16
"Rabgap1",0.0101229110125176,8,4,24
"Srgap2",0.202699816450531,2,12,24
"Mtmr6",0.000279279942568012,6,6,16
"Coq10b",2.94718780457191e-16,12,16,24
"Ppp3cb",0.00962652754039863,8,14,24
"Dnlz",0.000175006899520704,22,10,24
"Trim7",3.65806935287549e-09,14,20,24
"Plscr2",0.0610459482903555,6,8,16
"Proser2",4.78942041827896e-10,2,6,24
"Arid4a",0.000574939795795796,4,2,12
"Capn15",6.3810299753697e-09,2,8,24
"Brox",0.0718126817510671,2,4,12
"Pik3c3",4.01573465136084e-05,8,8,24
"Fabp5",0.000325009012261225,12,12,16
"2310022B05Rik",2.42277421527108e-11,10,12,24
"Cfap20",5.87895867668187e-15,8,14,24
"Tcf12",0.227176931847109,14,10,18
"Nxt2",0.0014720299922529,6,16,22
"Kdsr",0.000688479541832578,14,14,24
"Pfkm",1.14479228305396e-07,8,8,24
"Nt5dc3",1.72577605322919e-05,2,4,12
"Mkrn1",0.000258693967288805,24,16,24
"Heatr6",0.00329036044747222,16,20,24
"Tbc1d22a",1.23558948163527e-10,6,10,24
"Oasl1",8.62324031175595e-05,4,8,12
"Pank2",0.166960399559222,14,12,24
"Ogfod2",0.00824166362871258,12,10,24
"Lgalsl",1.30071456650246e-20,2,10,24
"Rbm3",7.66561035359592e-07,14,8,24
"Cnot11",0.00100908729186217,24,18,24
"Atpsckmt",0.062440553362706,4,6,12
"Ube2q2",0.00198724190908252,12,16,24
"Pan3",0.0743616507848402,10,8,24
"Ddhd2",1.62775894502099e-14,12,16,24
"Slc25a28",3.77265144001938e-05,10,8,24
"Neo1",0.00137051544519208,20,16,24
"Abcc9",8.01398650310456e-05,6,6,16
"Kmt5c",2.64523451878424e-05,2,8,24
"Dctn4",1.15735996046981e-05,2,16,24
"Cilk1",4.49608437450352e-06,4,10,24
"Trim24",2.72271790529719e-13,14,12,24
"Atp6ap2",0.285523989913015,12,14,18
"Spsb3",7.27877738243404e-11,2,10,24
"Memo1",2.01376164756452e-08,2,10,22
"Rufy1",5.48136062602124e-07,6,8,24
"C730014E05Rik",0.00469599569586379,6,20,24
"Zfp687",1.58828618894216e-16,4,10,24
"Dock1",0.000289349552098347,16,10,24
"Rala",0.0025268946879138,6,8,16
"Nars2",1.59613620392494e-07,6,10,24
"Ptpn6",0.000183372459132321,8,8,22
"Ticam1",0.00157294138568487,2,8,24
"Tlk2",0.965464644974126,6,12,18
"Crybg3",2.35501575885803e-14,18,16,24
"Sptlc1",0.000756787243306912,2,8,12
"Ppp2cb",0.0326000952252466,12,4,16
"Rbm15",0.00432983810939149,2,12,16
"Manba",1.40858004903197e-13,16,18,24
"Stat5a",1.36308505998247e-10,2,8,24
"Gnptg",0.0325303520308928,24,16,24
"Coro7",3.31248038695925e-06,10,12,24
"Fam98a",7.70008407324119e-06,2,8,12
"Grik5",2.7908277522614e-07,10,8,24
"Crebrf",0.000138556731988689,10,4,12
"Sel1l3",0.00560941968354246,12,12,24
"Elof1",0.000902651332145168,12,10,16
"Thra",1.84504657953894e-12,4,10,24
"Camsap2",0.00187638245840412,16,16,24
"Btbd7",0.0283638018477989,8,4,12
"Ciapin1",0.000657414309632428,14,18,24
"Gpkow",1.59893701530392e-07,2,6,24
"Klk1",0.999816930570593,4,6,22
"Gpatch2",0.000276097376262752,4,6,22
"Rbm4b",3.00844210508482e-05,6,8,24
"Sppl2b",2.35254887569801e-11,24,12,24
"Slc22a5",1.84313248185137e-10,14,12,24
"Jmjd8",1.11880235858256e-06,20,14,24
"Atp6v1c1",5.40336287742183e-08,12,12,24
"Csrp2",0.0014775787568856,20,6,24
"Wdr4",0.00828196048118545,2,6,24
"Tbc1d8b",0.000608793050685812,4,8,12
"Hars2",0.000669576767845557,24,18,24
"Smim13",1.13505614587432e-06,8,10,24
"Hnrnpll",0.00629963838843892,14,16,24
"Taco1",0.00964025610241076,8,4,24
"Ppcs",0.000617510883218338,2,6,12
"Ciao3",0.000427086871634382,12,8,12
"Dhx8",0.177638977200795,4,6,22
"Eif2b1",7.96416325566332e-06,2,6,12
"Rpe",0.0622977575129257,4,14,22
"Pomt1",6.96750379909589e-12,24,12,24
"Sf3b4",4.76665305444655e-06,2,6,12
"Specc1l",0.830900081535995,8,6,12
"Dip2c",0.348875174027474,2,8,16
"Commd1",0.121880317900019,12,2,16
"Rhbdd2",1.04661964023474e-16,14,14,24
"Sh2b3",4.65725679590444e-16,14,12,24
"Morc2a",0.00152646361219952,2,6,24
"Dyrk1a",0.000879393319013005,6,6,24
"Rrn3",4.73341542940048e-06,14,18,24
"Zfp574",0.012310324292531,12,6,12
"Ubr1",0.0672325181776742,6,6,16
"Polr3a",5.99136555064627e-05,2,4,12
"Trim27",1.38320814348276e-06,12,8,12
"Ap3s1",0.000153157562479719,2,12,24
"Prps1",0.00402391867776626,6,6,16
"Esyt1",8.58003587154178e-06,8,4,24
"Slc12a4",0.000304861343632976,12,14,24
"Ccdc117",0.000244058264781327,16,14,24
"Usf1",4.08093458937661e-06,6,10,24
"Aarsd1",0.709441288223653,18,12,24
"Colec11",0.000135585696406229,6,6,16
"Timm50",0.272181301503084,12,10,16
"Coq8b",3.35215749450508e-08,12,10,24
"Zdhhc4",0.685517324942085,14,16,22
"Tgfbr1",1.8542178675746e-07,14,12,24
"Cyb561a3",5.5375169957663e-05,10,4,24
"Cul5",0.00525413724309377,2,10,24
"Ppp2r2a",0.0510968297817928,8,6,16
"Dock9",0.0376100515846248,14,10,24
"Stk4",0.00602637365162865,24,12,24
"Abraxas2",0.0209308368980714,4,6,12
"Ppox",5.28998767695431e-10,4,12,24
"Ipo13",0.0280953518106245,16,14,24
"Acmsd",2.88122047781113e-10,20,14,24
"Ppm1l",0.0007702551837327,16,12,24
"Slc35f6",0.000189298468493873,4,4,24
"Smlr1",0.00161819132192099,6,8,12
"Ptov1",0.0591693106921715,4,6,18
"Desi2",6.98425285049219e-16,22,12,24
"Map3k3",0.0232433114660921,4,10,16
"Strip1",4.4873307536429e-10,4,8,22
"Nfyb",9.43696928821561e-09,6,8,24
"Elmod3",2.87879606857225e-09,20,8,24
"Reps1",2.98085524458206e-09,6,10,24
"Med13l",0.115297174856151,14,14,16
"Pfdn2",1.36570165313703e-09,12,10,24
"Mrc1",0.00923016426041189,8,4,16
"Oaz2",0.0155808689889586,8,6,12
"Chd6",7.08920778913439e-05,6,10,24
"Katnip",8.68234355679528e-08,24,16,24
"Helz",0.754406580360352,24,18,24
"Egf",0.0291497374063456,6,10,22
"Casp3",1.03608148961062e-07,4,12,24
"Ino80",9.77496923464368e-13,10,8,24
"Hnf1aos1",2.62061061166724e-05,2,12,24
"Mrpl36",3.46431971199176e-07,24,8,24
"Fbf1",1.27598887838153e-05,10,2,12
"Mtmr14",1.60148346375075e-07,6,12,24
"Edrf1",4.72210705638163e-05,2,4,12
"Rapgef6",0.00118336035745343,6,12,24
"Cnnm3",9.26173915795512e-12,4,12,24
"Ap1ar",0.210385188865872,2,6,18
"Ccnf",8.13491357260654e-10,22,10,24
"Ndor1",0.0132750778080688,2,16,24
"Zdhhc7",5.20996880577845e-06,16,14,24
"Cenpx",0.786952941321523,12,2,16
"Sertad2",1.24101685328396e-11,12,14,24
"Rhbdd1",1.44814950926946e-18,6,12,24
"Angel2",1.17465423686339e-08,20,4,24
"Mllt10",0.976565362394551,12,8,22
"Rest",0.84627590621967,16,10,16
"Abcc10",6.26665183653082e-06,12,8,22
"Traf6",0.948846357585866,2,8,14
"Rbbp9",6.73664307941257e-06,6,6,24
"Arsg",6.7526007041858e-11,4,10,24
"Upf2",0.0849146413772088,16,12,24
"Ndrg3",0.000176947951237705,20,12,22
"Capn10",0.00167595627019886,12,8,16
"Bcor",0.000187280175605601,24,10,24
"Riok2",6.30755601540354e-10,14,16,24
"Dhx37",0.00486460821950377,24,8,24
"Pomgnt1",1.40055301840063e-07,4,6,12
"Cdc5l",0.237450738170385,10,8,24
"Dmac1",0.00279818503050299,10,10,16
"Klhl25",0.000175359489599607,14,20,24
"Smad2",0.394345986639206,8,8,12
"Zkscan17",2.32021285804445e-09,10,8,24
"Hdhd5",3.19308486194204e-08,24,14,24
"Mtf1",0.0572600357651429,2,6,12
"Nom1",0.0500766384348181,4,16,24
"Dctn3",0.104454831679116,12,8,16
"Top1mt",4.00713077211573e-08,4,12,24
"Itga1",0.00382363152856888,2,8,18
"Fmo2",7.20618717304531e-13,14,14,24
"Suz12",0.109652509048954,4,14,22
"Fubp3",5.77576627432235e-06,8,4,24
"Gsn",0.00902294557275516,20,4,24
"Bicd2",0.0229989122740977,4,4,12
"Ric8a",2.41481353779845e-05,12,10,24
"Rnf139",0.00179978562127439,20,12,22
"Fam53c",0.0949496217422609,4,6,12
"Ripor1",0.955092492960596,14,4,14
"Vps18",4.92484793848527e-06,2,12,24
"Dtx4",1.98351232394666e-23,2,10,24
"Gtf2h5",0.0329981705164873,6,10,24
"Tbl3",0.277812634305904,18,18,24
"Zfp444",0.00048951406404332,8,12,22
"Spcs1",0.0138104912258052,6,4,14
"Myo1d",0.00280899154830637,6,4,16
"Supt20",0.00207110134031466,2,10,24
"Zfp266",2.9750407414256e-06,2,16,24
"Sh3gl1",3.58558573405078e-06,2,4,24
"Ptpn9",9.65550441958516e-11,22,14,24
"Vps9d1",2.80058171132875e-10,12,14,24
"Exoc6",0.00264807899323246,8,14,24
"Msi2",1.82471147203957e-10,8,8,24
"Rgs5",0.00207998636815883,6,10,16
"Mrps26",0.000647071121858666,12,8,16
"Lrrk1",0.00625932118999439,10,12,24
"Asb8",0.00916104225055532,8,12,22
"Tfdp1",3.34065111201674e-09,16,16,24
"Acvr2a",0.00762336440938464,6,6,16
"Chmp2b",1.32307347607932e-07,6,10,24
"Cyth2",9.82331109565405e-05,12,6,24
"Snx29",7.9691988824512e-07,20,16,24
"6030458C11Rik",0.000315524373698248,2,6,12
"Ilvbl",0.00227120906571945,8,8,24
"Upf3b",5.76819453910648e-06,8,6,24
"Nab2",1.32924947893001e-05,8,10,24
"Ptcd2",4.599450729118e-05,4,6,12
"Mtx3",2.81574877438633e-15,8,8,24
"Cnot4",0.0359246749837672,12,8,12
"Rwdd4a",4.70428191278542e-06,2,8,12
"Dnajc10",0.0151866128908184,4,18,24
"Fzd8",0.000203899833210971,8,18,24
"Agfg1",0.559602252697274,2,10,12
"Elf1",0.000363747314412505,8,4,12
"Stk35",5.22027198009238e-17,12,16,24
"Dennd6a",0.00394610653433312,20,10,22
"Abhd13",3.07471941962955e-05,14,18,24
"Smpd4",0.042529844568238,24,14,24
"Alg10b",0.00480010317563185,2,8,18
"Ppp1r21",3.73142552352954e-10,4,10,24
"Resf1",0.000245027088221665,12,14,24
"Lipg",1.90495118717957e-10,14,6,24
"Zfp260",1.22518240598076e-05,2,8,24
"Plekha3",7.28763507498672e-05,14,18,24
"Prmt5",0.000100333231915911,18,14,24
"Wars",3.83563854414605e-08,4,6,12
"Ddx19b",9.27860987100751e-05,20,10,22
"Timm17a",0.00015464516099542,14,8,24
"Eapp",0.0600778986864557,6,8,24
"Il17ra",0.030268110516024,16,6,24
"Dnajb14",2.82318862732556e-07,16,20,24
"Aebp2",0.0441617867177838,2,4,18
"Pprc1",5.7849042665677e-07,12,8,12
"Cask",2.33047431647584e-06,16,8,24
"Rps4l",0.0229001368900018,2,10,22
"Klc1",0.00436219363322199,2,12,24
"Wdr24",8.46343021251775e-08,4,12,24
"B4gat1",0.00796738872110341,4,16,22
"Echdc1",0.00206174390208084,2,10,24
"Ift172",0.929264231486246,4,8,12
"Strn",0.0319413530088153,14,20,24
"Fbxl5",0.0135413497057334,4,8,16
"Zfp865",0.0116556501396542,2,6,24
"Ttc14",1.40592818624559e-05,4,8,24
"Bahcc1",0.0419884789313816,8,6,16
"Bysl",1.25358185692391e-07,4,4,12
"Akap17a",3.52409459116724e-05,4,12,24
"Tcf7l2",0.743718511400488,8,4,16
"Cdc42se1",0.00133915353569111,16,16,24
"Rnf145",3.85061602611191e-07,12,18,24
"Mindy2",2.48181385808383e-05,8,4,12
"Hsf1",0.000126054416257861,2,4,24
"Slc9a3r2",0.000961875491066434,2,8,18
"Slc4a1ap",0.0100648332646612,2,4,12
"Acap2",0.136039583588272,8,4,16
"Cnot10",0.00181163526915969,6,16,24
"Paxbp1",0.120281921972881,12,6,16
"Mdn1",8.31229599101308e-05,16,18,24
"Kti12",1.94800671794792e-06,2,6,12
"Hint3",0.00336606052052441,8,4,16
"Pelo",3.82080880690762e-07,2,6,12
"Max",0.000116720481367193,12,18,24
"Znhit2",1.60491203430326e-05,12,10,12
"Myh10",6.80014002515191e-06,8,10,24
"Appl2",1.10187697974982e-10,10,6,24
"Ublcp1",2.79903778222509e-05,16,16,24
"Nop56",4.45104846620832e-09,2,6,12
"Fam47e",5.01901604698413e-10,14,16,24
"Gnpda1",2.61384756358574e-08,8,8,24
"Vps4a",0.00249037139546884,2,4,12
"Hdhd3",2.42306376832579e-11,2,6,24
"Tet2",2.01122447264397e-10,22,14,24
"Smyd2",2.68422105755908e-07,22,10,22
"Snrpc",0.0132768057219013,24,20,24
"Crtc3",2.49941033542105e-09,2,8,24
"Antkmt",0.00782507149052863,12,12,16
"Bet1l",4.75896409537383e-11,2,6,12
"Ccdc58",0.00169710241507453,4,12,24
"Usp30",1.79633087396486e-06,8,10,24
"Smad1",5.99218761153567e-07,8,4,24
"Heatr5b",0.0134656970186179,4,6,16
"Ppp1r11",6.08389592364289e-05,4,4,24
"Wwtr1",0.000542151387992461,10,8,24
"Thoc5",1.63599250693131e-06,4,6,12
"Hsf2",0.00150408728926079,8,8,16
"Zfp787",9.35862647307205e-08,12,6,24
"Dlg3",0.0144153570479951,8,6,12
"Nifk",1.72525578237627e-08,2,6,12
"Scarf1",0.00756062849668075,18,12,24
"Galnt4",0.169638425330091,14,10,18
"Triobp",1.436390932492e-05,12,10,24
"Fnbp1l",2.4851609725152e-05,2,8,24
"Rnf220",0.00497218097263883,12,4,16
"Slc22a6",0.999999393677419,20,12,24
"Rpl39",0.122382661781289,12,10,12
"Cramp1l",0.029480975662373,10,8,12
"1700017B05Rik",1.28776508048164e-07,24,8,24
"Rae1",0.00152086557268285,2,4,12
"Bud31",0.00680680525407312,12,8,12
"Tmx4",0.812907256129304,22,4,24
"Cdh5",0.0222810489497442,8,8,16
"Snx33",1.4694130968346e-07,4,6,24
"Akap10",0.205149477453236,10,4,12
"Rnf217",0.257461150469514,22,10,24
"4930453N24Rik",0.000627810225872649,2,6,24
"Tent2",3.6553301617043e-06,8,8,24
"Nbeal2",1.15926640577845e-10,2,6,24
"Isca2",0.0183822417330274,8,12,22
"Acbd3",3.08407750370826e-05,2,8,12
"Smarcb1",1.59127289398558e-06,4,6,12
"Cptp",0.000264904266639701,2,6,12
"Rogdi",0.0120755120074754,22,10,24
"Jagn1",8.56678081820791e-07,16,18,24
"Gtf2a2",2.34981113350863e-09,10,18,24
"Dab2",0.023073933668036,8,6,16
"Dcps",3.28062961400771e-06,4,12,24
"Cdkn1b",0.00298691343438086,8,10,24
"Inca1",4.41507929366543e-14,8,8,24
"Fam214b",1.5626002470178e-10,12,4,24
"Lysmd3",0.000321920467938615,2,6,12
"Cstb",0.00223996134314613,12,4,24
