"annot","pVal","phase","peak.shape","period"
"Nhp2",1.02678749642946e-05,20,12,24
"Sf3b6",0.0455453271823491,8,8,16
"Washc1",3.13895050262286e-11,6,10,24
"Zgpat",0.0110550832085642,4,4,12
"Gsk3a",0.00134430945617957,8,14,24
"Nsmaf",1.23991188309736e-08,6,12,24
"Ndufaf1",0.00115436672159573,4,12,24
"Sugt1",0.00657379402229107,4,14,24
"Zfyve27",0.0313104311627833,12,4,12
"Atpaf2",0.971206185765436,6,2,14
"P3h1",2.82486637153928e-11,2,8,24
"Galnt11",1.48626519144629e-08,14,16,24
"Rbm22",3.37803404274324e-08,8,12,22
"Tle2",0.00036175329843064,4,10,24
"Deaf1",0.0476850330181558,2,4,24
"Relch",2.17702998063226e-14,2,12,24
"Tmem104",4.163746923614e-06,4,4,12
"Ndufc1",0.327060555033286,18,14,18
"Ptpn12",0.230454735563666,8,2,16
"Hdac1",0.0536376153011804,10,12,16
"Ogfrl1",0.0370323167025469,8,6,16
"Sptlc2",1.61017534786629e-05,4,6,12
"Pex3",2.31842064376671e-07,10,6,24
"Dnajc16",0.00420900848724399,14,14,24
"Gon4l",5.57764393051823e-05,2,4,24
"Eif2ak3",6.84284367894865e-05,4,6,22
"Luzp1",0.229293172373759,4,8,16
"Pofut2",4.9512387080356e-06,2,6,12
"Spryd7",4.02955829673335e-05,4,6,24
"Ints13",9.44800694984534e-06,20,10,24
"Heatr5a",4.52512301112514e-06,16,20,24
"Dolpp1",0.247078853148385,10,4,16
"Miox",0.93881016297817,12,6,16
"Ppat",9.51143220352491e-10,12,18,24
"Fiz1",0.0116431628384386,12,6,24
"Ttc3",4.29768766288224e-05,12,14,24
"Srbd1",1.99133257029011e-07,14,16,24
"Get4",1.13537226058105e-05,12,10,24
"Trappc5",0.00315788981736041,12,8,12
"Arpp19",1.55290241875259e-08,2,14,24
"Psme3ip1",0.00935257037269325,2,20,24
"Cyp39a1",4.43092373139477e-06,18,14,24
"Ormdl1",3.52147487376862e-11,10,6,24
"Hspb1",1.29302954971381e-06,16,18,24
"Rrs1",9.27671717822476e-07,12,8,12
"Bloc1s5",6.65749588768599e-08,6,10,24
"Smg6",0.000155388890725024,8,20,24
"Cyp26a1",0.00613381901780933,2,10,12
"Crcp",8.92190048063486e-14,12,14,24
"Rab12",0.000323801099751841,6,12,24
"Tut4",1.66272406581273e-14,8,18,24
"Gm14403",4.38179200956538e-13,14,16,24
"Plrg1",5.76843549979376e-09,4,6,24
"Pygo2",0.0172762214605749,12,8,12
"Rbm15b",0.000218043783880457,2,6,12
"Rassf7",0.0162060735534334,10,4,16
"Aldoc",4.71885961516349e-06,16,12,24
"Klf10",1.87326677670432e-17,10,14,24
"Aar2",0.91468906951772,2,6,16
"Prpf39",4.33759945392674e-08,10,10,22
"Ttn",0.0528774931706704,8,20,24
"Mrps35",6.33805620475542e-05,12,10,24
"1600012H06Rik",6.51348306858813e-06,6,14,24
"Flt4",0.351445270305434,4,8,16
"Exoc5",0.00306535974516698,16,20,24
"Tbc1d8",1.1510901469348e-08,12,18,24
"Tmem63a",0.00120888574699711,16,10,22
"Ap5s1",0.00077927187643198,4,10,24
"Wwc2",0.677936747104026,14,4,24
"Mecp2",1.31568564811277e-07,14,12,24
"Sdhaf2",2.77653943631359e-07,2,8,12
"Polr1b",5.38530429443446e-06,16,18,24
"Smc6",0.00798619216537647,12,10,22
"Tpgs1",4.60067250294682e-07,4,10,24
"Klhl5",1.0283209275168e-12,6,12,24
"Tk1",1.88067828074368e-12,20,6,24
"Prune1",0.0165746546026024,8,2,12
"Snta1",3.57399859268287e-05,16,14,24
"Nup214",0.047438945805196,2,4,12
"Ccdc91",0.753420487684511,2,14,18
"Emc2",0.285263067664352,8,16,22
"Alg2",5.75992470282715e-06,2,8,12
"Gss",0.0344017503406336,12,10,24
"Fibp",1.90995599890806e-07,12,4,24
"Map4k2",0.0108701267591565,2,14,24
"Farsa",6.22871170697954e-08,2,6,24
"Emc9",0.135243420067783,14,8,14
"Slc2a8",1.59078530240324e-07,10,10,24
"AI837181",0.0204244413985969,4,16,22
"Tbck",5.32530225217388e-08,2,8,24
"Tmem41b",2.22950686489934e-05,2,4,24
"Socs4",0.00820287876330026,4,8,16
"Dda1",5.70106542249201e-05,16,16,24
"Ddx19a",0.329483211420897,16,6,24
"Med14",1.5122124396805e-06,16,18,24
"Maf",0.00309754797371658,8,4,12
"Cnot9",0.000877898108604784,24,14,24
"Tecpr2",2.01816017387167e-18,2,8,24
"Zmym3",0.000665366848367872,4,10,24
"Pth1r",1.38986206520266e-06,4,12,24
"Arhgap32",0.00204054965081072,22,10,22
"Kat6b",0.00483111996703737,4,6,24
"Sec61g",0.076888366223466,10,14,16
"Eif1ad",4.7155491743708e-05,14,18,24
"Arl4d",0.00586379240815539,10,2,12
"Ttc4",0.000229794553956858,8,12,16
"Zfp385b",1.70083014273246e-10,12,14,24
"Ccdc127",0.00219706362220187,4,6,12
"Mrpl54",1.40576498804612e-06,12,6,16
"Rint1",3.99039349944963e-07,2,8,12
"Jak3",0.0685585510604407,12,6,24
"Nat9",7.1330317932177e-05,12,8,22
"Fem1b",0.000226830411024323,18,14,24
"Tm2d3",0.000787209882919985,12,10,16
"Fam13a",1.4279361588496e-09,8,14,24
"Mknk1",0.00263323544929699,14,16,24
"Rexo4",0.000202715767733753,2,4,24
"Slc25a12",8.01265443714732e-05,14,16,24
"Ilf3",0.0734807027322774,16,14,24
"Xrn1",3.68179901427191e-05,8,10,24
"Exoc4",6.57261617610405e-07,8,8,24
"Arhgap26",1.43302701930116e-05,8,10,24
"Pdcd5",0.00171325072775415,10,10,22
"Pkd2",0.0118243722784995,20,16,24
"Naa30",4.45844134058212e-06,2,4,12
"Ccdc157",0.0398259821623834,8,10,16
"Marchf7",3.38551229544543e-08,8,10,24
"Lman2l",2.8503311599255e-07,4,10,22
"Ppp1r13b",0.0360772213743564,4,4,12
"Timm8b",0.00080841053924228,24,8,24
"Uimc1",2.28260317743437e-08,10,8,24
"Avl9",8.66029986249831e-05,8,6,12
"Zfp24",0.000618621701086568,12,6,12
"Arntl",8.01810641732121e-26,2,10,24
"Srpk2",0.00121165189204114,10,6,24
"Bag4",2.62938845864655e-06,8,20,24
"Gnl3",1.25061830643472e-07,12,8,12
"Pip4p1",1.45117950925572e-06,4,12,24
"Rbm14",3.46286828877665e-06,16,16,24
"2810004N23Rik",0.000225209909803343,24,10,24
"Ppp1r7",2.93757686857516e-10,8,10,24
"Uros",5.45581260794591e-08,2,14,24
"Tcerg1",3.21384117862345e-06,2,4,24
"Dync1li1",1.64355408279145e-08,10,14,24
"Tk2",1.7468871106715e-09,6,12,24
"Gcc1",0.00261803900947318,2,4,12
"Zbtb4",0.000322870061276566,4,6,12
"Peli1",0.414693091280133,8,10,12
"Trappc9",5.50320905543248e-05,6,8,24
"Rbmx",0.0914936607495899,24,16,24
"Anapc7",5.32399351389612e-06,10,6,24
"Hspbp1",0.000113349453690715,20,12,24
"Tbc1d5",0.0560045136139145,4,14,24
"Srsf9",5.52330311184158e-06,12,8,16
"Dnajc8",0.0195519159617656,12,6,16
"Taf2",7.67071639339612e-06,14,18,24
"Pde4c",1.13691519000068e-05,10,4,24
"Smad3",0.0149417362257108,8,10,24
"Zfp646",0.19408281978163,2,12,16
"Brpf1",1.98252379817655e-07,2,4,12
"Rbms2",0.0599021379986123,8,4,12
"P2ry2",7.32051814240484e-13,12,10,24
"Nrbf2",8.11621909698454e-05,2,6,12
"Nudcd2",0.0258136077417824,4,4,12
"Dab2ip",0.00281595270337871,8,4,12
"Ptges2",5.72724795105433e-06,14,12,24
"Zbtb22",3.76549137193319e-07,6,10,24
"Map3k1",1.97457076826735e-07,4,6,24
"Eloc",0.0918366713232936,12,4,16
"Tmem242",0.00011066794195927,12,2,16
"Pfkfb3",8.39463497039835e-13,14,16,24
"Fcgr2b",0.00931282480067616,4,12,16
"Stxbp5",7.23533147397007e-05,20,14,24
"Anapc13",0.0114604891951794,12,4,12
"Prkce",2.4025190399375e-05,8,16,24
"Gab1",8.82877262119611e-16,14,12,24
"Tmem208",0.000719309465629111,12,8,16
"Pfdn6",0.123996180440853,12,10,24
"Egln3",7.83891609965778e-05,24,14,24
"Plekhj1",0.00590698648679809,12,8,12
"Htatip2",5.45234023992989e-10,4,12,24
"Myo7a",1.50791260835828e-06,4,10,22
"Lamc1",0.105741158361399,2,8,18
"Fam120b",4.92309798355742e-06,12,18,24
"Pmf1",4.38073688632773e-08,2,14,24
"Ube2a",0.146955393310797,8,8,16
"Cdc16",5.5416843136418e-07,4,14,24
"Adam17",1.82337437618302e-05,4,8,22
"Ube2o",0.000890400675833483,2,8,24
"Trappc6b",1.60816500565007e-06,6,16,24
"Pds5b",0.00856356309417227,20,12,22
"Sugp1",0.000144009248132513,2,16,24
"Map11",0.000200266714704086,4,4,12
"Maf1",0.00023423546691279,12,8,22
"Vps29",0.087594808574113,10,12,24
"Coro1c",0.0177137735842338,12,12,16
"Ppp2r1b",1.07909406600696e-05,8,4,24
"Lancl1",0.000678390254425277,12,8,16
"Dctpp1",3.51977818029536e-07,12,20,24
"Golga1",7.08192130443472e-06,2,6,24
"Fbl",2.44974300141047e-05,16,16,24
"Plcb1",3.93137005640141e-07,16,12,24
"Pigo",0.909516444483835,16,8,16
"Cdk5",0.00176268510932031,12,10,16
"Nsf",0.00432472052044252,4,8,12
"Card6",3.10515431752255e-07,6,14,24
"Rras",8.59995931539109e-08,12,10,24
"Grtp1",1.25732007055384e-05,12,6,16
"Nsd2",1.55323355069881e-05,22,12,24
"Msn",0.000412455007742768,10,4,16
"Spg21",3.17114507780187e-13,8,8,24
"Rpusd3",2.72747036279065e-05,12,8,16
"Asap1",4.04799031651333e-07,6,6,24
"Tfdp2",1.69683001802861e-06,8,18,24
"Rhod",7.59739554385977e-09,6,4,24
"Cc2d1a",1.71086315178819e-09,4,8,24
"Plekhb2",0.231339939981345,4,8,12
"Uvssa",7.8120711924386e-06,8,10,24
"Btbd9",0.0123942960840462,8,4,12
"Snapin",2.43195416738858e-12,10,6,24
"Git2",0.0405086337250181,12,6,12
"Hdac2",0.003379196570654,2,8,24
"Mff",0.0420379053533266,12,10,24
"Fam3a",0.016922554885943,8,4,14
"Zcrb1",0.0540104910160679,12,10,24
"Nop9",8.33172467965068e-07,2,6,12
"Stxbp3",4.21632476366839e-06,8,8,24
"Aasdhppt",4.80278848767182e-09,2,10,24
"Pcid2",1.28589834304968e-05,2,4,12
"C1d",0.00278949865770321,10,12,22
"Asnsd1",0.036909548920229,10,10,22
"Parp4",1.61892799487813e-11,10,8,24
"H2-Aa",0.00401791677162914,4,14,24
"Tfb2m",0.0167447497938378,14,16,24
"Tmem126a",0.0366701880867417,20,10,24
"L3mbtl2",0.00219477399977778,24,6,24
"Pllp",0.00011600265619221,24,8,24
"Rfwd3",0.253001513200355,2,16,24
"Sigirr",1.46694309062534e-08,6,10,22
"Arl8a",0.000158103775503597,12,6,16
"Tep1",0.000657574190382841,6,12,24
"Ftsj1",0.00015635332276307,18,14,24
"Ifngr2",1.17970885175839e-08,10,8,24
"Gmeb2",2.3201985750621e-08,4,10,22
"St7l",2.27164071940338e-09,16,16,24
"Tyw1",1.338051542772e-07,10,12,22
"Pbx2",0.000156737868155834,12,6,16
"Fchsd2",1.01291848520204e-12,12,14,24
"Cep164",5.28051871402938e-05,2,16,22
"Adpgk",5.92102633309227e-06,4,6,22
"Scamp5",0.000176072869447307,10,8,22
"Arid4b",0.968540655564808,2,8,12
"Rev3l",0.143229064255877,2,8,22
"Shprh",0.000321100930945144,8,10,24
"Aip",0.0243132455891014,10,4,16
"Mrpl35",0.00841515130131103,12,10,24
"Pcna",0.644346963862947,6,6,12
"Vasp",0.004800881436495,4,8,24
"Nde1",0.011760046391046,2,8,12
"Rbm27",4.02650077779616e-06,14,20,24
"Rchy1",2.82606547640612e-07,2,16,24
"Bod1",0.611298445584216,12,2,16
"Gps2",0.00161269228951897,12,6,22
"Wfs1",1.55339860675743e-06,4,6,12
"Nuak2",0.0286716911850101,16,18,24
"Apobec1",0.00339356230359808,4,8,12
"Ralgps2",0.0433665201756458,8,6,12
"Cep250",0.00199149803614807,8,8,12
"Pfdn1",0.0094878973813337,12,6,12
"Samd9l",0.643152414358273,2,6,18
"Elp5",0.00495030858870781,12,2,16
"P2ry4",1.31010216749031e-07,2,10,24
"Pttg1",0.000162455166506137,12,4,24
"Mrpl48",0.000105803371882308,12,10,24
"Mrpl22",1.0954140515673e-05,4,10,24
"Diaph2",0.00025382584114654,14,4,24
"Usp1",0.0419959999005063,4,6,22
"Acvr1b",1.89094284546353e-06,8,18,24
"Alkbh3",2.23601882680119e-09,10,6,24
"Usp21",0.00069885532749207,4,10,22
"Plekhm2",5.00618974555188e-07,4,12,24
"Myh2",0.0251787791289891,8,18,24
"Adora1",3.61938830434626e-17,8,12,24
"Dis3l2",3.61732889798035e-07,12,10,24
"Ncoa5",7.64202331129609e-14,2,6,24
"Alg3",5.2317060591205e-05,16,16,24
"L3hypdh",0.183848966227185,6,10,16
"Glrx",2.26747456339174e-12,18,12,24
"Prob1",0.000227365388408814,22,14,24
"Tshz2",1.18912960509275e-09,6,16,24
"Rpf1",0.0146559219735195,2,8,12
"Zbtb33",0.00705295868071232,16,18,24
"Ino80b",0.000159377485740701,4,18,24
"Rab35",0.0276217861223388,16,16,22
"Cspp1",2.3810508670124e-06,2,6,24
"Pik3cb",9.26873779992163e-09,14,10,24
"Snx14",0.00122012455334711,6,12,24
"Dus3l",0.000159695926328204,4,10,24
"D630039A03Rik",3.02283117201231e-11,6,10,24
"Gpalpp1",0.0184994610264092,8,10,24
"Zfp146",0.00170449875684452,2,6,12
"Rmc1",1.15683359534033e-07,12,18,24
"Wsb1",0.0077604136571938,12,14,16
"Prkci",2.05181195648228e-09,22,12,24
"Nmd3",0.000303203114050121,12,10,24
"Cldnd1",0.000119144354014616,2,8,12
"Snu13",6.47989113789817e-05,2,8,12
"Vps37c",2.34895444383952e-05,2,8,12
"Eif2b2",0.0636807663596699,12,6,16
"Mb21d2",9.08458755008031e-05,6,6,24
"Jmjd6",0.00230834867933741,16,14,24
"Thumpd1",1.57795105052492e-05,2,4,12
"Flot1",8.32060604830599e-16,12,6,24
"Grk6",0.00302379683148523,4,8,12
"Irf5",0.00524393891710957,2,12,24
"Mta3",4.85199756221739e-18,8,8,24
"Pced1a",5.06530214183778e-08,6,10,24
"Gpr107",0.14325459125361,2,4,12
"Septin11",5.87708006946156e-09,4,8,24
"Hnmt",4.08186474752258e-08,14,8,24
"Mrps22",2.45498894469697e-08,4,10,24
"Mrpl11",0.655728069932133,8,16,22
"Slc35e3",5.27342179736983e-06,16,16,24
"Srf",0.0163034336186316,4,6,22
"Gm32063",5.41332799528238e-06,6,6,12
"Spty2d1",0.00522946993209333,16,14,24
"Pphln1",2.4642107542404e-08,2,8,12
"Dop1a",0.000677678921895609,4,8,12
"Pkm",0.00199577160292785,10,4,16
"Tmod3",0.00471450837966405,2,6,18
"Plekhg6",1.37897390388868e-10,10,12,24
"Pus10",0.0130011247561406,14,14,24
"Pla2g15",0.00765418376333954,16,6,24
"Tpk1",0.00337434390468777,8,8,12
"Lsm4",0.0359276015278948,12,12,16
"Vezf1",0.0163622629508644,8,4,12
"Pam",0.00167853988670625,2,8,18
"Phf23",4.43686457158138e-05,12,6,12
"Birc2",0.0636900619289723,4,8,16
"Cadps2",9.02312996090511e-05,16,8,24
"Adsl",0.561718713728702,18,12,24
"Pbx1",0.000406368422387694,14,10,24
"Pak4",0.0439505164893064,4,6,12
"Tbc1d14",0.00520977211602483,8,2,12
"Siah2",6.54834098574425e-09,2,6,24
"Amdhd2",1.59910585189918e-10,12,10,24
"Kcnn2",2.84263668125215e-05,4,8,16
"Peak1",0.236255005942593,4,8,16
"Nup54",0.000818382921665237,12,8,24
"Rps6ka1",1.29987383089373e-06,10,12,24
"Gcnt2",1.02397795052421e-10,14,12,24
"Klhl42",0.0182919297177216,2,4,12
"Arhgap23",0.00287888825809124,8,4,16
"Mob1b",0.00214250345584899,4,6,16
"Fbxo34",9.70337382914481e-13,10,14,24
"Nudt8",0.0227217548058214,20,12,24
"Trim65",4.58225228160526e-09,16,14,24
"Leo1",1.03579241051952e-20,2,8,24
"Mrps23",0.0567493938934222,2,8,12
"Nagpa",0.793284914171138,12,8,12
"Ints6",0.00049390053238883,2,6,12
"Taf4",0.028306643936231,2,6,18
"Tmem161a",0.000880225459826338,2,16,24
"Itih5",0.0534758449959549,16,2,16
"Dnttip2",2.07378556908171e-05,12,8,12
"Fxyd2",0.996555975580818,20,14,24
"Farp2",2.37300406401689e-05,14,8,24
"Zfp131",0.934490251958313,16,12,20
"Trim33",0.00140842374239288,6,4,16
"Anp32e",6.04181106924529e-07,20,16,24
"Etv3",8.21235832263257e-07,8,4,16
"BC049987",7.94676207506686e-06,2,10,24
"Mrps16",0.0328050481742982,2,14,24
"Cog2",0.000191451148234885,4,18,22
"Actl6a",5.68836686474107e-06,4,4,24
"Lats2",5.42282067739657e-09,14,18,24
"Jade2",9.8091132256741e-06,12,6,12
"Itpa",1.1025799080734e-07,4,6,12
"Tec",3.42638097735347e-07,8,4,12
"Arhgef37",0.0162992596390921,14,12,24
"Zfp507",0.00323091541656905,2,8,12
"Arrb2",0.0525691498096066,4,4,12
"Socs7",2.82710309229874e-08,10,18,24
"Spryd3",1.37263835098453e-09,22,14,24
"Asap3",0.000488058893997739,16,14,24
"Mto1",0.000213913007015136,4,8,22
"Traf3",3.17005504675168e-06,4,8,22
"Mrrf",0.358216567530123,12,6,16
"Clstn3",0.0133404997296226,8,4,16
"Stx7",5.88732096473683e-10,2,8,24
"Coa6",1.76679577293e-13,14,16,24
"Pde4b",1.83793508848854e-08,8,8,24
"Nprl3",0.00272498392500727,2,8,24
"Mydgf",2.1007765851876e-08,4,4,24
"Parn",1.7614372760137e-15,8,10,24
"Manea",0.347667325147829,14,12,24
"Trappc13",0.00124030674115005,2,6,12
"Oma1",4.84160568415915e-05,2,14,24
"Mob4",0.0153459990171157,2,4,12
"Clasrp",0.000215595885950005,4,10,24
"Sox6",6.27464230112197e-06,8,18,24
"Lrrc47",0.000204540588757663,2,4,12
"Btbd2",1.67644799763809e-05,12,4,24
"Tut1",3.08005443842093e-07,2,6,12
"Bcas2",0.0119816185212377,12,4,16
"Hps5",0.0606400894114103,2,10,22
"Nrip1",1.27172520767135e-08,20,16,24
"Wipf2",0.000328454879455279,8,10,22
"B3galnt2",2.75845377884863e-07,2,6,24
"Mtpap",0.00461109522891868,4,4,12
"Ncdn",1.34128685503847e-07,2,6,12
"Brms1",0.00632817188376269,12,8,22
"Orai3",6.39746990593711e-08,4,6,24
"Map3k10",0.0239133451747855,2,12,24
"Mapre2",2.32671273830697e-14,16,14,24
"Mkrn2",7.73133498848463e-05,10,6,24
"Timm10b",0.00185349881148093,2,6,12
"Mapk8",0.0751764105198383,12,10,22
"Uspl1",0.00185164984643635,2,8,12
"Sppl3",0.0291037099594514,4,14,22
"Ifi47",7.64663607054246e-07,4,8,24
"Napg",0.000112827105977854,6,12,24
"Oard1",3.54915923667799e-05,12,4,24
"Eml4",4.72407476113695e-06,2,6,24
"Aatf",0.00441909019746257,2,18,24
"Gramd1a",0.011314590560822,12,2,16
"Mrpl3",0.574054814423178,10,12,24
"Fbxl6",0.000558652090066285,12,10,16
"Gnl3l",0.00178985917399509,4,10,22
"Timm9",1.59374682866017e-07,18,14,24
"Fbxo7",0.127664841462361,10,12,24
"Atg14",5.91177881770795e-09,12,12,24
"Ppl",5.90735700148654e-05,18,10,22
"Trub1",0.00146127693523416,16,12,24
"Brix1",0.00484171452836859,2,6,12
"Baz2b",0.00316459446665417,8,4,12
"Brd8",1.07514271934604e-10,6,8,24
"Ebna1bp2",1.78740339800024e-05,16,16,24
"Ttc9c",0.102180753703868,2,6,18
"Zfp369",0.00112764159622805,6,12,24
"Ppp1r9a",1.35530033918122e-10,10,8,24
"Plpp5",0.00013795035679399,2,8,12
"Dffa",0.0522216561313845,16,8,22
"Ssh1",0.0101710464599326,8,18,24
"Tmem222",0.0648408135595901,12,10,24
"Ash2l",5.52261989091109e-05,12,6,16
"Gm3734",2.40835328669786e-10,24,18,24
"1110008P14Rik",0.00403597387861584,24,8,24
"Olfml1",3.27248649965092e-07,14,14,22
"Emsy",0.850099601152764,12,20,24
"Nosip",1.78186870795707e-06,10,10,22
"Tcp11l2",1.74114119240494e-05,8,8,24
"Serpine2",0.972632773186171,2,6,12
"Gm31583",1.9903049715843e-06,10,4,12
"Alg9",2.55599691472466e-05,8,8,24
"Creb3l2",0.000667066500299929,2,4,12
"Rspry1",0.00215220811705323,2,10,24
"Phf14",3.65071059775908e-06,14,10,24
"Gemin5",0.0632857358432081,2,10,24
"Prpf40b",1.49519224617905e-07,10,8,22
"Dact2",0.00443836640786283,4,10,24
"Ubac1",3.98784209684091e-07,12,18,24
"Ercc6",0.0451734585162977,2,6,12
"Kif16b",0.0335077813844255,4,6,16
"Orm2",0.735423733664433,4,2,12
"Lpar6",1.55961717629823e-05,20,16,24
"Cc2d1b",1.2195836661062e-11,20,16,24
"Kdm7a",6.6958989297872e-05,14,12,24
"Unc45a",0.000113950220407778,20,14,24
"Kdm5d",5.88436506586215e-09,8,6,24
"Thoc2l",0.00452433960704661,24,14,24
"Ercc5",4.255366592138e-11,10,6,24
"Atxn3",0.401060137386949,16,10,18
"5730455P16Rik",0.0919246299988206,8,10,24
"Ubb-ps",0.0544217431179066,12,10,24
"Lrrc41",0.00042105006542433,2,8,24
"Ssbp1",3.3302740589393e-06,4,12,24
"Sart3",0.00648388938739205,2,6,24
"Tgds",1.99654400204073e-10,10,6,24
"Atg16l2",6.44099980619419e-05,4,6,24
"Tmem223",0.000117911637351461,12,10,16
"Unc50",6.76129460202299e-08,6,12,24
"Phf5a",0.000308595886809492,2,8,12
"Cog3",2.77958630606258e-05,2,8,12
"Cirbp",1.0020004754867e-07,8,8,24
"Rrp7a",0.0605305813961965,12,10,12
"Nop14",6.81693456186785e-09,2,8,12
"Krba1",0.000859130800141738,8,6,24
"Sipa1l3",0.03758812445206,20,4,24
"Hmgxb3",0.000421281885765776,14,18,24
"Borcs8",3.29329580139545e-05,4,14,22
"Recql5",0.000207016282166962,4,10,24
"Efcab14",0.0588048104504049,20,16,24
"Tom1l1",2.09097547306338e-07,8,10,24
"Ctns",1.73251664446857e-06,10,12,24
"Fbxl18",0.000383389261255439,24,10,24
"Ttc37",0.000532892954385703,4,8,22
"Nsun4",0.0221718767824653,10,8,24
"Zeb1",0.101701669836017,16,16,22
"Nkiras1",0.00255836617286122,2,12,24
"Chfr",0.122452224447662,8,10,12
"Vezt",0.00518095110422384,10,4,24
"Dpp7",0.000289100467148875,12,8,16
"Gm4737",4.91481429249956e-07,18,12,24
"Mrto4",7.9082789657445e-06,18,14,24
"Zfp292",0.00115948088835684,8,8,24
"Thap11",0.000172805983399504,12,8,12
"Ccdc71",0.000304845883896449,4,10,24
"Tubgcp3",1.81871551198887e-06,4,10,24
"Sec11c",0.0482962682249629,2,16,24
"Aimp1",5.67848716094628e-09,4,18,24
"Yeats4",1.48904064760377e-08,10,6,24
"Thap7",1.57870788991714e-06,12,6,16
"Ccdc9",1.2302947633933e-11,10,6,24
"Tti1",0.00217668052684524,2,10,12
"Ghdc",0.000772539413215642,4,12,24
"C1galt1",0.0162727655285244,4,8,16
"Kcnj15",0.0239199066496337,8,4,12
"Mdfic",1.84644435669363e-05,6,6,24
"Rtp4",0.00811775221001496,4,16,24
"Ezh1",4.79364480379131e-06,8,8,24
"Mtap",0.053790995436984,4,8,12
"Plekhb1",0.0191084547369277,6,18,24
"Pigyl",3.37858663576243e-05,4,12,24
"Rnf170",0.0054080118944771,2,10,16
"Exosc7",1.83486131046599e-06,6,8,24
"Tdp2",5.96246137797674e-09,8,8,24
"Gpc1",0.00217825983471624,14,8,24
"Ttpal",6.92260558967632e-08,16,16,24
"Pias1",0.297884340446586,4,16,24
"Paip2b",0.00875842532820811,10,2,16
"Ankrd16",5.67286660048408e-06,8,10,24
"Sun1",0.000128277408180358,12,8,22
"Dnajc15",0.950341493516068,6,14,20
"Dhx29",3.91597619667278e-05,2,6,24
"Vim",0.00764464177454501,14,16,24
"Sik2",0.000199553390997231,8,10,24
"Nr2c1",0.000664981559133581,8,8,24
"Vamp7",0.00713556756206823,8,16,24
"Rc3h2",0.118806833710417,2,6,18
"Klhdc4",0.0152895508682379,12,10,16
"Tmem129",0.000430083112968121,12,6,12
"Phf8",0.0260616263456972,4,6,22
"Mkks",1.46406520443785e-06,2,6,24
"Sult5a1",0.00970113526070439,10,16,24
"Wdr6",1.55833822502639e-06,8,8,24
"Bahd1",0.112833128652102,12,6,24
"Shroom3",1.3828087451534e-05,4,6,12
"Rgl2",0.000749593710880733,10,8,24
"Ston2",0.00133194798991585,2,10,24
"Lrrc42",4.8470836870468e-07,8,6,24
"Kctd2",0.283574405395136,8,6,16
"Dars2",3.06018173915849e-05,10,6,24
"Xpc",0.00817510816624026,14,4,24
"Emc8",0.00568762253099951,20,12,24
"Smc5",1.41976702238984e-09,22,16,24
"Glrx2",0.0377582137828993,12,6,12
"Bmi1",0.161213686918224,14,18,22
"Mrpl55",0.0180458911455103,12,10,24
"Mctp2",0.0025432490528926,4,8,16
"Maip1",6.25327750493064e-05,2,14,24
"Mrpl40",0.000150249808253959,12,10,16
"Nt5c2",7.60335870984644e-05,20,6,24
"Pknox1",6.21041449127643e-07,4,6,12
"Rab4b",8.0754391132714e-08,2,16,24
"Mmachc",0.00187417907698181,16,14,24
"Commd7",1.57660761402346e-16,4,10,24
"Kcnc3",4.16354146580821e-08,20,12,24
"Micall1",3.51595221182723e-05,14,14,24
"Cblc",4.07289623030381e-08,12,6,24
"Cactin",7.58524873475333e-05,2,4,24
"Yes1",0.00021773579548797,8,10,24
"Wdr20",0.0053880893502432,2,6,18
"Nfatc1",0.00254821392484834,14,12,22
"Zdhhc12",0.000596999904481035,12,10,16
"Pcbp4",9.57378536554241e-09,10,12,24
"Tbcb",0.00107861263020891,4,18,24
"Rnaset2a",0.106342991762355,14,8,24
"Diablo",0.00360133098028233,12,10,16
"Tinagl1",0.0237460415756028,4,12,16
"Zfp629",0.000447538187256623,14,10,22
"Tcim",1.85757412496059e-12,14,18,24
"Hmgn2",0.000200731355259205,14,8,24
"Plxna1",0.0045029461831262,8,4,16
"Rnd3",9.24185457925149e-05,18,6,22
"Btf3l4",1.27772728711953e-05,12,4,24
"Pgam5",2.82083087435024e-07,2,6,24
"Mrpl44",9.04538333723997e-10,4,12,24
"Fam126b",3.07144413096159e-07,14,14,24
"Zfp771",0.00112238004940531,12,6,12
"Trmt2a",1.44661286429497e-06,2,6,12
"Supv3l1",2.14387154889935e-05,14,16,24
"Zfp672",0.00129287131206975,2,6,24
"Bpgm",0.000688062095722769,6,10,18
"Tmem168",0.768399369107125,10,10,14
"Rlf",3.7084357351492e-07,18,8,24
"Rhog",0.000153906767917914,10,8,16
"Wdr74",1.82165991927107e-06,4,4,12
"Spred2",3.98375243941767e-09,8,10,24
"Eif2ak2",0.195862336465255,2,12,22
"Fam13b",2.09053662450357e-08,2,8,24
"Nans",0.00565678208698725,4,4,12
"Coa8",0.0265710938766587,14,8,24
"Tead3",1.01923417747748e-05,12,8,22
"Mob3c",0.00243082992336023,12,16,24
"H2-Eb1",0.00260057981846596,4,14,24
"Rhbdd3",2.88942438700571e-06,10,6,24
"Slc35a4",0.0151797995971342,12,8,12
"Snx17",0.000196347987536491,24,18,24
"Ganc",7.13666918284208e-07,4,14,24
"Flywch1",9.46390211580159e-07,2,8,24
"Trmt112",8.65452299480192e-05,6,16,24
