,Gene_ID,Period,SNR,nSNR,LLR,phase
0,Selenbp2,24.0,2.031897630897494,0.7499417340204707,-0.7571412722269694,21
1,Serpina4-ps1,24.0,2.0013352196121774,0.626387131888995,-1.490552584330241,19
2,Acta1,12.0,3.537057536444532,1.768528768222266,-1.7243105570475261,8
3,Aqp8,24.0,4.334630937804213,1.634228692113123,-0.6372984250386556,4
4,Saa1,12.0,1.1435735905226097,0.5717867952613048,-1.6170307795206706,10
5,Myh1,22.0,1.739596907153701,0.7208571909347669,-1.8056995073954265,13
6,Ppp1r3c,24.0,2.1866250900757014,0.7272815653744591,0.2947218418121338,21
7,Rgs16,24.0,5.152057490189638,2.1704700520942213,0.18407392501831055,8
8,Atp2a1,16.0,4.2970598691980495,1.978843651750277,-1.5373436609903972,16
9,Mfsd2a,24.0,2.643328103214947,0.9823246443867388,0.07743676503499348,11
10,Hba-a1,24.0,4.451437440080751,1.280391953005122,-1.3620233535766602,20
11,Cldn1,24.0,6.057971578180871,1.965563760306212,0.9681430657704672,23
12,Neb,16.0,2.885516724661032,1.3331288570421895,-1.6152629852294922,16
13,Ttn,12.0,2.242574291905332,1.121287145952666,-1.8168427149454753,8
14,Chka,24.0,3.189416409598368,1.216659971706126,0.16784207026163736,23
15,Saa2,12.0,3.6040520226561026,1.8020260113280513,-1.748898188273112,10
16,C4a,12.0,2.105136546933706,1.052568273466853,-1.177118142445882,12
17,Myh2,16.0,1.2278992071406671,0.6139496035703336,-1.6910982131958008,16
18,Mcm10,24.0,7.453742618879539,2.574447795452475,-0.23728863398234049,9
19,Tnnt3,22.0,1.7857252840423474,0.6667245306977442,-1.7693835894266765,13
20,Vnn1,24.0,2.6162407248873416,1.0081698632819287,-0.8827133178710938,8
21,Cav1,12.0,3.016415695867385,1.5082078479336924,-1.804824670155843,7
22,Nr1d1,24.0,5.904983849377176,2.127775602942964,0.8001003265380859,6
23,Ddc,24.0,3.579794671962415,1.1239097171128594,0.5288481712341309,20
24,Slc30a10,24.0,4.147712809539479,1.3882549552075079,0.7724799315134684,24
25,Noct,24.0,3.4861480108835803,1.2528570682697409,-1.2093567848205566,12
26,Dusp1,24.0,2.6386217256479076,0.7975763114118578,-0.6808571815490723,14
27,Avpr1a,24.0,4.249137886600427,1.3674781605658948,0.8070098559061686,23
28,Tpm1,16.0,2.5464029835910393,1.2732014917955197,-1.5440643628438313,16
29,Crat,12.0,2.348885015745211,1.1744425078726055,-1.7377373377482097,8
30,Mup-ps16,24.0,2.7268700878784955,0.7995854407169658,-0.7351077397664388,6
31,Mb,12.0,1.4094356429746298,0.7047178214873149,-1.7281761169433594,8
32,Nr1d2,24.0,5.886996746538428,2.4478594042832555,1.2260959943135579,8
33,Mup1,16.0,1.240999828499933,0.6204999142499665,-1.539240837097168,7
34,Tpm2,24.0,2.0298893965652285,0.6795376874887111,-1.6711618105570476,8
35,Per2,24.0,5.537982523026822,2.1163895074690524,0.5633306503295898,13
36,Cd36,24.0,3.2283399565455047,1.0042626633359923,-0.6919517517089844,8
37,Acnat2,24.0,5.044369617280904,1.9222129943716038,-0.8369094530741373,24
38,Rdh9,24.0,2.1829746519686055,0.7981116809242808,-0.34797461827596027,9
39,1810055G02Rik,24.0,1.7846682639720595,0.5540137270551969,-0.22043800354003906,11
40,Ugt1a9,16.0,3.520414942238433,1.707202749189412,-1.7428701718648274,11
41,Tjp3,24.0,4.012684686337499,1.5074278092312219,0.7242890199025472,23
42,Gsn,12.0,3.5933745229352616,1.7966872614676308,-1.7639471689860027,2
43,Pim3,24.0,4.3143393226404685,1.7483997503253392,0.05933380126953125,10
44,Scd2,24.0,2.8706011443112542,0.9991216206372786,-0.924061139424642,23
45,Fkbp5,24.0,4.025168418405485,1.6722357406682276,-0.5516176223754883,12
46,Denn2b,24.0,6.127939567235096,2.007505909169879,0.931855320930481,24
47,Rcan1,24.0,1.367124999524378,0.5443967318757792,-1.234670639038086,12
48,Tfrc,24.0,1.9915649884982465,0.6119453466043239,-0.829234759012858,16
49,Onecut1,22.0,2.279366978811903,0.8812397838958982,-1.5442369778951008,15
50,Igfbp5,24.0,2.0034024260351835,0.7613530088763347,-1.6124993960062664,11
51,Sik1,24.0,1.3487531239730437,0.45815049805785935,-1.3505299886067708,16
52,Ces1g,16.0,1.9278967593112122,0.9639483796556061,-1.6875937779744465,8
53,Slc13a3,20.0,0.6089877946591771,0.2811437027399773,-2.018077532450358,15
54,Slc49a4,24.0,2.4401126405704345,0.9489613896001499,-0.08860556284586589,22
55,Paxx,24.0,4.169780881407184,1.4678003625924714,0.41371774673461914,22
56,Fzd4,24.0,2.7618875472413813,0.8780026011406197,-0.05835262934366862,10
57,Cry2,24.0,3.1446154834710005,1.1433749094677348,0.4665520191192627,11
58,Epha2,24.0,3.2422233295565794,0.9860530267999921,-1.0791017214457195,16
59,Tenm3,22.0,2.400310885756968,0.8207485705977069,-0.90200408299764,9
60,Cyp2a4,24.0,1.7858882799577838,0.7090681500181752,-1.1634435653686523,14
61,Zbtb16,12.0,3.612301126049982,1.806150563024991,-1.474030335744222,11
62,Acss3,24.0,3.130753188061829,0.9546285940305833,-1.0011539459228516,7
63,Il1r1,12.0,1.5140509686152823,0.7570254843076412,-1.38652499516805,11
