,Gene_ID,Period,Period_null,Lengthscale,Lengthscale_null,Var,Var_null,Noise,Noise_null
0,Mrpl15,24.0,300.0,2.798982620239258,8.534062385559082,0.2740343511104584,0.05000000074505806,0.11118713021278381,0.9931893944740295
1,Lypla1,24.0,300.0,2.950561285018921,8.0,0.33707499504089355,0.05000000074505806,0.13223177194595337,0.9933528304100037
2,Tcea1,22.0,300.0,2.3278777599334717,8.444230079650879,0.5310890078544617,0.05000000074505806,0.13310204446315765,0.9932489991188049
3,Atp6v1h,24.0,300.0,2.746218204498291,8.0,2.7570688724517822,0.05000000074505806,0.13760022819042206,0.9931443333625793
4,Rb1cc1,24.0,300.0,3.597970724105835,8.0,0.611852765083313,0.05000000074505806,0.14177420735359192,0.9934331774711609
5,Pcmtd1,18.0,300.0,2.2008278369903564,8.0,0.3986440896987915,0.05000000074505806,0.13875508308410645,0.9923275113105774
6,Adhfe1,24.0,300.0,2.5117688179016113,8.0,0.7766081690788269,0.05000000074505806,0.1377219408750534,0.9943737983703613
7,Vcpip1,16.0,300.0,2.0888986587524414,8.0,2.023322105407715,0.05000000074505806,0.12058863788843155,0.9920403957366943
8,Cops5,24.0,300.0,2.98771071434021,8.364080429077148,0.10755910724401474,0.05000000074505806,0.11541279405355453,0.9923902153968811
9,Arfgef1,12.0,300.0,2.6438212394714355,8.381671905517578,0.44585323333740234,0.05000000074505806,0.13756625354290009,0.9962856769561768
10,Ncoa2,24.0,300.0,3.281693458557129,8.19698429107666,1.441636085510254,0.05000000074505806,0.1293545961380005,1.0185827016830444
11,Tram1,24.0,300.0,3.0360147953033447,8.227710723876953,1.7424324750900269,0.05000000074505806,0.13605687022209167,0.9920275211334229
12,Lactb2,24.0,300.0,2.768071413040161,8.406901359558105,1.1796451807022095,0.05000000074505806,0.13389770686626434,0.9463784098625183
13,Rpl7,16.0,300.0,2.0,8.468792915344238,0.8494802713394165,0.05000000074505806,0.1415579915046692,0.9940729141235352
14,Rdh10,24.0,300.0,3.4916012287139893,8.43895149230957,0.6489606499671936,0.05000000074505806,0.13979902863502502,0.9948921203613281
15,Tmem70,12.0,300.0,2.0,8.158082008361816,1.019099473953247,0.05000000074505806,0.1292218267917633,0.983581006526947
16,Gsta3,12.0,300.0,2.0,8.0,1.48566472530365,0.05000000074505806,0.14068199694156647,0.9919773936271667
17,Fam135a,24.0,300.0,3.1379566192626953,8.358256340026855,2.2766222953796387,0.05000000074505806,0.11081503331661224,0.99212646484375
18,Lmbrd1,24.0,300.0,3.1234428882598877,8.369357109069824,0.4411170780658722,0.05000000074505806,0.13990898430347443,0.9588034152984619
19,Phf3,16.0,300.0,2.0,8.0,0.6584284901618958,0.05000000074505806,0.1386037915945053,0.9929074645042419
20,Ptp4a1,24.0,300.0,3.505431890487671,8.484949111938477,1.1409739255905151,0.05000000074505806,0.12884141504764557,0.9951452612876892
21,Dst,24.0,300.0,2.893338203430176,8.0,0.7364530563354492,0.05000000074505806,0.13967575132846832,0.992928683757782
22,Fam168b,24.0,300.0,3.471623420715332,8.0,0.8949787616729736,0.05000000074505806,0.12652862071990967,0.9946832060813904
23,Hs6st1,24.0,300.0,3.486070394515991,8.322973251342773,1.166931390762329,0.05000000074505806,0.1086549386382103,0.9979382753372192
24,Uggt1,24.0,300.0,3.457674980163574,8.770288467407227,0.5937513113021851,0.05000000074505806,0.13325302302837372,0.98967444896698
25,Kansl3,24.0,300.0,3.484750270843506,8.474715232849121,1.0870918035507202,0.05000000074505806,0.11512138694524765,0.9948426485061646
26,Cox5b,24.0,300.0,2.98494029045105,8.0,2.064413070678711,0.05000000074505806,0.13799361884593964,0.9941188097000122
27,Actr1b,12.0,300.0,2.0,8.0,0.7525100111961365,0.05000000074505806,0.12065409123897552,0.9932927489280701
28,Tmem131,16.0,300.0,2.0,8.0,0.6014878153800964,0.05000000074505806,0.1354285329580307,0.9910815954208374
29,Inpp4a,12.0,300.0,2.0,8.361165046691895,1.335257649421692,0.05000000074505806,0.12141790241003036,0.989226222038269
30,Coa5,24.0,300.0,3.0320076942443848,8.295684814453125,1.08990478515625,0.05000000074505806,0.1326681226491928,0.9921459555625916
31,Mrpl30,12.0,300.0,2.0,8.426817893981934,0.6313403844833374,0.05000000074505806,0.13541331887245178,0.9917963147163391
32,Txndc9,24.0,300.0,3.1541147232055664,8.349584579467773,0.2629487216472626,0.05000000074505806,0.13736607134342194,0.9951850175857544
33,Eif5b,10.0,300.0,2.0,8.0,0.05000000074505806,0.05000000074505806,0.14362730085849762,0.9907320737838745
34,Rpl31,16.0,300.0,2.0369575023651123,8.0,0.9454878568649292,0.05000000074505806,0.14304836094379425,0.9908899664878845
35,Rnf149,24.0,300.0,2.7702670097351074,8.237854957580566,1.003324031829834,0.05000000074505806,0.12343062460422516,0.9935950040817261
36,Tgfbrap1,16.0,300.0,2.0,8.0,2.2557260990142822,0.05000000074505806,0.14251616597175598,0.9943245053291321
37,Tpp2,24.0,300.0,3.1987624168395996,8.0,1.7965822219848633,0.05000000074505806,0.13994698226451874,0.9875913858413696
38,Col3a1,14.0,300.0,2.0,8.0,0.5613560676574707,0.05000000074505806,0.1408448964357376,0.9949302673339844
39,Slc40a1,12.0,300.0,2.0,8.0,0.8426884412765503,0.05000000074505806,0.14025655388832092,0.9888321757316589
40,Myo1b,24.0,300.0,3.0179409980773926,8.343867301940918,1.6322096586227417,0.05000000074505806,0.13313846290111542,0.9922993779182434
41,Stat1,16.0,300.0,2.0,8.27098274230957,1.5824790000915527,0.05000000074505806,0.1395430564880371,0.993005633354187
