,0,1
1294,Ccnt2,493
1295,Map3k19,1
1296,Rab3gap1,782
1297,Zranb3,78
1298,Gm28800,3
1299,R3hdm1,699
1300,Mir128-1,0
1301,Ubxn4,3930
1302,Gm41949,64
1303,Lct,0
1304,Mcm6,79
1305,Dars,1322
1306,Gm23902,0
1307,LOC115487618,0
1308,Gm41950,0
1309,Cxcr4,17
1310,Gm23056,0
1311,Thsd7b,0
1312,Gm36347,0
1313,Gm41951,0
1314,Cd55b,0
1315,Cd55os,4
1316,Cd55,232
1317,Gm16083,3
1318,Zp3r,0
1319,Gm23623,0
1320,C4bp,10195
1321,C4bp-ps1,19
1322,Pfkfb2,671
