,Gene_ID,Period,Period_null,Lengthscale,Lengthscale_null,Var,Var_null,Noise,Noise_null
55,Acadl,24.0,300.0,3.172715187072754,8.235405921936035,3.924638271331787,0.05000000074505806,0.1371777504682541,0.9935957789421082
56,Cps1,22.0,300.0,2.5795767307281494,8.0,1.2721244096755981,0.05000000074505806,0.1371958702802658,0.9447773694992065
57,Fn1,16.0,300.0,2.0,8.262310028076172,2.784231424331665,0.05000000074505806,0.11752467602491379,0.9904463887214661
58,Pecr,12.0,300.0,2.0,8.463289260864258,0.2935062646865845,0.05000000074505806,0.1416669338941574,0.9642691612243652
59,Rpl37a,16.0,300.0,2.0,8.0,1.124530553817749,0.05000000074505806,0.13411235809326172,1.009945034980774
60,Igfbp2,16.0,300.0,2.0,8.315098762512207,0.1369616687297821,0.05000000074505806,0.13665203750133514,0.990056037902832
61,Tns1,24.0,300.0,3.3627374172210693,8.0,1.1500592231750488,0.05000000074505806,0.12786677479743958,0.9984951615333557
62,Arpc2,24.0,300.0,2.8992726802825928,8.367582321166992,0.47885215282440186,0.05000000074505806,0.14099104702472687,0.9940098524093628
63,Aamp,24.0,300.0,2.59895658493042,8.0,1.3492064476013184,0.05000000074505806,0.1281193047761917,0.9972120523452759
64,Pnkd,24.0,300.0,2.6127967834472656,8.32588005065918,1.5467394590377808,0.05000000074505806,0.06411812454462051,0.9927675724029541
65,Tmbim1,24.0,300.0,2.4636635780334473,8.301302909851074,0.2399776130914688,0.05000000074505806,0.12460098415613174,0.9917888045310974
66,Ctdsp1,24.0,300.0,2.755676746368408,8.0,0.15599006414413452,0.05000000074505806,0.13349010050296783,0.9983747601509094
67,Ttll4,24.0,300.0,2.7677645683288574,8.0,0.42125335335731506,0.05000000074505806,0.14448221027851105,0.9917663335800171
68,Cyp27a1,14.0,300.0,2.0,8.0,0.47068944573402405,0.05000000074505806,0.14230461418628693,0.9944815635681152
69,Cnppd1,24.0,300.0,2.383239269256592,8.405946731567383,1.1493691205978394,0.05000000074505806,0.09405907988548279,0.9976056814193726
70,Retreg2,24.0,300.0,3.1338629722595215,8.0,1.0805652141571045,0.05000000074505806,0.13409851491451263,0.9885061383247375
71,Zfand2b,22.0,300.0,2.5824713706970215,8.0,2.3357367515563965,0.05000000074505806,0.13236813247203827,0.9904201626777649
72,Abcb6,24.0,300.0,2.589369058609009,8.427192687988281,1.399551510810852,0.05000000074505806,0.1064366027712822,0.9982412457466125
73,Atg9a,24.0,300.0,2.877899169921875,8.0,2.3591344356536865,0.05000000074505806,0.14369158446788788,0.9991587996482849
74,Stk16,24.0,300.0,2.7666754722595215,8.0,0.35288262367248535,0.05000000074505806,0.1298944354057312,0.9963383078575134
75,Tuba4a,24.0,300.0,2.752488851547241,8.603312492370605,1.411880373954773,0.05000000074505806,0.113022081553936,0.9907582402229309
76,Dnajb2,24.0,300.0,3.2084121704101562,8.158985137939453,1.1394957304000854,0.05000000074505806,0.1498628705739975,0.9899633526802063
77,Dnpep,24.0,300.0,2.561150550842285,8.0,0.2584172487258911,0.05000000074505806,0.14001686871051788,0.9914321899414062
78,Farsb,24.0,300.0,2.4757955074310303,8.296669960021973,2.587383985519409,0.05000000074505806,0.1278405487537384,0.9896135926246643
79,Cul3,24.0,300.0,3.331176996231079,8.0,1.7324072122573853,0.05000000074505806,0.14360502362251282,0.993569552898407
80,Pid1,24.0,300.0,2.360823631286621,8.157203674316406,1.828949213027954,0.05000000074505806,0.08599122613668442,0.9904977083206177
81,Trip12,18.0,300.0,2.1873838901519775,8.0,0.3682933747768402,0.05000000074505806,0.13975770771503448,0.9912191033363342
82,Cab39,18.0,300.0,2.327810049057007,8.0,1.0228867530822754,0.05000000074505806,0.14260134100914001,0.9909324049949646
83,Itm2c,24.0,300.0,3.2137997150421143,8.0,1.7983407974243164,0.05000000074505806,0.1352434903383255,0.9908721446990967
84,2810459M11Rik,24.0,300.0,2.9356651306152344,8.496077537536621,0.9647557139396667,0.05000000074505806,0.12606826424598694,0.9957979321479797
85,Psmd1,24.0,300.0,2.537869691848755,8.49542236328125,0.8799641728401184,0.05000000074505806,0.13123759627342224,0.9948358535766602
86,Ncl,24.0,300.0,2.3124561309814453,8.24970817565918,1.7508654594421387,0.05000000074505806,0.1268317699432373,0.9993985891342163
87,Ptma,24.0,300.0,3.0118868350982666,8.0,0.6834408640861511,0.05000000074505806,0.12757626175880432,0.9940462708473206
88,Eif4e2,24.0,300.0,2.608076333999634,8.0,0.13610722124576569,0.05000000074505806,0.13145118951797485,0.9926641583442688
89,Gigyf2,22.0,300.0,2.9499077796936035,8.569358825683594,0.738976240158081,0.05000000074505806,0.14189276099205017,0.9930185675621033
90,Ngef,24.0,300.0,2.329057216644287,8.264883995056152,1.7100205421447754,0.05000000074505806,0.11053628474473953,0.99192214012146
91,Atg16l1,12.0,300.0,2.0,8.006675720214844,0.9987486004829407,0.05000000074505806,0.12926767766475677,0.9909002184867859
92,Usp40,24.0,300.0,3.0088820457458496,8.345860481262207,0.5178868174552917,0.05000000074505806,0.1421126276254654,0.9925329685211182
93,Ugt1a6b,16.0,300.0,2.0,8.0,2.7888693809509277,0.05000000074505806,0.12399706989526749,0.9915689826011658
94,Ugt1a1,16.0,300.0,2.0,8.0,1.1469954252243042,0.05000000074505806,0.13719171285629272,0.9981092214584351
95,Hjurp,24.0,300.0,2.526416063308716,8.0,2.236537218093872,0.05000000074505806,0.11892672628164291,0.9928730726242065
96,Spp2,12.0,300.0,2.0,8.628591537475586,0.6494060754776001,0.05000000074505806,0.12761163711547852,0.9913660883903503
97,Lrrfip1,20.0,300.0,2.0,8.0,0.7923101186752319,0.05000000074505806,0.13904015719890594,1.0081641674041748
98,Ube2f,24.0,300.0,2.5873095989227295,8.462130546569824,1.9213021993637085,0.05000000074505806,0.10385069251060486,0.9967769980430603
99,Scly,24.0,300.0,2.5615737438201904,8.0,1.144376277923584,0.05000000074505806,0.12263756990432739,0.9890719056129456
100,Ilkap,12.0,300.0,2.0,8.0,2.3617546558380127,0.05000000074505806,0.13440033793449402,0.9930577874183655
101,Hes6,12.0,300.0,2.0,8.408792495727539,0.25361207127571106,0.05000000074505806,0.13322122395038605,0.9948718547821045
102,Ndufa10,16.0,300.0,2.0,8.257987976074219,3.135786771774292,0.05000000074505806,0.14126835763454437,0.9934381246566772
103,Rnpepl1,16.0,300.0,2.41715407371521,8.0,0.3310360312461853,0.05000000074505806,0.1340983808040619,0.9942469000816345
104,Agxt,24.0,300.0,2.5992002487182617,8.0,1.3516178131103516,0.05000000074505806,0.09988842159509659,0.9951295256614685
105,Sned1,16.0,300.0,2.0,8.0,0.8551945686340332,0.05000000074505806,0.1403028517961502,0.9875136017799377
106,Hdlbp,12.0,300.0,2.0,8.297941207885742,1.3743178844451904,0.05000000074505806,0.13385207951068878,0.9939181804656982
107,Septin2,12.0,300.0,2.0,8.459528923034668,0.748577892780304,0.05000000074505806,0.13895028829574585,0.993323802947998
108,Stk25,22.0,300.0,2.582078695297241,8.534975051879883,0.7583763599395752,0.05000000074505806,0.12031484395265579,0.963306725025177
109,Atg4b,22.0,300.0,3.171764612197876,8.194645881652832,2.1845054626464844,0.05000000074505806,0.12705838680267334,0.9953229427337646
110,D2hgdh,24.0,300.0,2.9993293285369873,8.0,0.3118842542171478,0.05000000074505806,0.1365646868944168,0.9956701993942261
111,Ppip5k2,24.0,300.0,2.97171950340271,8.0,0.5626592040061951,0.05000000074505806,0.13266457617282867,0.9905375242233276
112,Zcchc2,22.0,300.0,2.5038740634918213,8.346468925476074,1.0279736518859863,0.05000000074505806,0.14037616550922394,0.9922037124633789
113,Phlpp1,24.0,300.0,3.0624308586120605,8.32374095916748,1.6791050434112549,0.05000000074505806,0.13948199152946472,0.9966844916343689
114,Vps4b,24.0,300.0,2.9488179683685303,8.0,0.6665114164352417,0.05000000074505806,0.13387544453144073,0.9900889992713928
115,Tsn,16.0,300.0,2.0,8.705317497253418,0.665634274482727,0.05000000074505806,0.132576122879982,0.9892768859863281
116,Epb41l5,10.0,300.0,2.0,8.306861877441406,0.3300637900829315,0.05000000074505806,0.14095838367938995,0.9969077110290527
117,Tmem37,24.0,300.0,2.7312796115875244,8.0,2.178541898727417,0.05000000074505806,0.12251966446638107,0.9958112239837646
118,Dbi,24.0,300.0,3.2666404247283936,8.0,1.5608464479446411,0.05000000074505806,0.12330882251262665,0.9925546050071716
119,Steap3,24.0,300.0,2.5066654682159424,8.517858505249023,0.7028851509094238,0.05000000074505806,0.09450305998325348,0.9967125058174133
120,Insig2,24.0,300.0,2.470442295074463,8.427804946899414,2.0729432106018066,0.05000000074505806,0.10804013907909393,0.9975607395172119
121,Actr3,22.0,300.0,2.685750961303711,8.0,0.7656198143959045,0.05000000074505806,0.14163106679916382,1.0192923545837402
122,Slc35f5,24.0,300.0,2.4423625469207764,8.446293830871582,3.6793575286865234,0.05000000074505806,0.12863723933696747,0.994780421257019
123,Rab3gap1,24.0,300.0,3.366915702819824,8.0,0.27703189849853516,0.05000000074505806,0.13642045855522156,0.995173990726471
124,R3hdm1,24.0,300.0,2.8150577545166016,8.0,1.4536601305007935,0.05000000074505806,0.1325623095035553,0.9923362731933594
125,Ubxn4,12.0,300.0,2.0,8.0,0.954893171787262,0.05000000074505806,0.13362939655780792,0.9984074234962463
126,Dars,24.0,300.0,2.807969093322754,8.185163497924805,1.0968228578567505,0.05000000074505806,0.13620445132255554,0.9950768351554871
127,C4bp,24.0,300.0,2.8173861503601074,8.441036224365234,1.5376462936401367,0.05000000074505806,0.13939690589904785,0.9946697950363159
128,Pfkfb2,24.0,300.0,3.2730679512023926,8.412169456481934,2.3475279808044434,0.05000000074505806,0.1091771349310875,0.9920852780342102
129,Pigr,24.0,300.0,2.540264129638672,8.0,0.4640580713748932,0.05000000074505806,0.14076519012451172,0.9936950206756592
130,Mapkapk2,24.0,300.0,2.6551287174224854,8.93167495727539,0.6722529530525208,0.05000000074505806,0.13010913133621216,0.9770455360412598
131,Eif2d,24.0,300.0,2.814011812210083,8.0,1.6324918270111084,0.05000000074505806,0.09052851796150208,0.9961127638816833
132,Pm20d1,16.0,300.0,2.0,8.0,3.2070090770721436,0.05000000074505806,0.12741082906723022,0.9958046674728394
133,Nucks1,24.0,300.0,2.712876081466675,8.338717460632324,1.055426836013794,0.05000000074505806,0.1382920891046524,0.9944934844970703
134,Mfsd4a,24.0,300.0,3.1984291076660156,8.23803997039795,0.4052883982658386,0.05000000074505806,0.13515789806842804,0.9966080784797668
135,Cdk18,24.0,300.0,2.4138026237487793,8.569515228271484,0.9326031804084778,0.05000000074505806,0.09435290843248367,0.9917907118797302
136,Mdm4,22.0,300.0,3.062887668609619,8.0,2.1507792472839355,0.05000000074505806,0.13323627412319183,0.9935706853866577
137,Ppp1r15b,22.0,300.0,2.832650899887085,8.443442344665527,1.5486178398132324,0.05000000074505806,0.13918477296829224,0.9948731660842896
138,Plekha6,24.0,300.0,2.7042276859283447,8.492107391357422,1.1374766826629639,0.05000000074505806,0.14237532019615173,0.9958714842796326
139,Etnk2,24.0,300.0,2.680617570877075,8.285408020019531,0.7392676472663879,0.05000000074505806,0.09313841909170151,0.9935706853866577
140,Zc3h11a,24.0,300.0,2.815195322036743,8.0,1.2318183183670044,0.05000000074505806,0.13943573832511902,0.9921462535858154
141,Prelp,16.0,300.0,2.044527053833008,8.506601333618164,0.3595268130302429,0.05000000074505806,0.10909583419561386,0.9437257051467896
142,Tmem183a,12.0,300.0,2.0,8.365970611572266,0.5476359128952026,0.05000000074505806,0.13083642721176147,0.9963029026985168
143,Adipor1,24.0,300.0,2.8029375076293945,8.0,0.840363621711731,0.05000000074505806,0.1343776285648346,0.9930216670036316
144,Rnpep,24.0,300.0,2.7599680423736572,8.584636688232422,1.732567310333252,0.05000000074505806,0.14184248447418213,0.9921059012413025
145,Ipo9,12.0,300.0,2.0,8.0,0.7081199288368225,0.05000000074505806,0.13193216919898987,0.9985902309417725
146,Nr5a2,24.0,300.0,2.988821029663086,8.0,0.40510404109954834,0.05000000074505806,0.12089226394891739,0.9945595860481262
147,Nek7,24.0,300.0,2.829267740249634,8.356599807739258,1.1486161947250366,0.05000000074505806,0.14312410354614258,0.992985725402832
148,F13b,16.0,300.0,2.0,8.460469245910645,1.6858587265014648,0.05000000074505806,0.12855477631092072,0.9943166375160217
149,Cfhr1,10.0,300.0,2.0,8.369514465332031,0.5675950646400452,0.05000000074505806,0.14326448738574982,0.9973534345626831
150,Gm4788,16.0,300.0,2.0,8.336196899414062,1.9781039953231812,0.05000000074505806,0.13090044260025024,0.9911155104637146
151,Cfhr2,24.0,300.0,3.0564498901367188,8.247400283813477,1.1995012760162354,0.05000000074505806,0.1436631679534912,0.9913736581802368
152,Cfh,16.0,300.0,2.0,8.0,1.1663951873779297,0.05000000074505806,0.12366148829460144,0.9878227710723877
153,Odr4,24.0,300.0,3.269040584564209,8.67724895477295,0.7630308270454407,0.05000000074505806,0.14151962101459503,0.937564492225647
154,Tpr,24.0,300.0,2.5826380252838135,8.138896942138672,0.6455001831054688,0.05000000074505806,0.12111661583185196,0.9953781962394714
155,Prg4,16.0,300.0,2.065109968185425,8.372977256774902,2.3327417373657227,0.05000000074505806,0.14164777100086212,0.9935251474380493
156,C730036E19Rik,24.0,300.0,2.6859219074249268,8.480299949645996,0.7662343978881836,0.05000000074505806,0.10632016509771347,0.9943376183509827
157,Ivns1abp,24.0,300.0,3.185039520263672,8.0,1.273106575012207,0.05000000074505806,0.14118795096874237,0.9907329678535461
158,Edem3,24.0,300.0,3.498912811279297,8.0,0.9503557085990906,0.05000000074505806,0.14353244006633759,0.992779552936554
159,Arpc5,14.0,300.0,2.0,8.157103538513184,0.6996063590049744,0.05000000074505806,0.1386195719242096,0.9974362254142761
160,Smg7,22.0,300.0,2.4643666744232178,8.0,0.7125511765480042,0.05000000074505806,0.14277680218219757,0.9907435178756714
161,Dhx9,24.0,300.0,2.4447286128997803,8.0,0.883191704750061,0.05000000074505806,0.13635721802711487,0.9920853972434998
162,Glul,22.0,300.0,2.9816277027130127,8.0,0.11226872354745865,0.05000000074505806,0.14046017825603485,0.99637770652771
163,Xpr1,12.0,300.0,2.0,8.0,3.9736804962158203,0.05000000074505806,0.1334131807088852,0.9960554838180542
164,Acbd6,24.0,300.0,2.942340612411499,8.0,1.0947847366333008,0.05000000074505806,0.1426800936460495,0.9892609715461731
165,Qsox1,24.0,300.0,3.555492639541626,8.0,0.4036193788051605,0.05000000074505806,0.1418224722146988,0.9939184188842773
166,Cep350,24.0,300.0,2.817075729370117,8.0,2.300429582595825,0.05000000074505806,0.13651978969573975,0.9943605661392212
167,Tor1aip1,18.0,300.0,2.0,8.0,0.35898271203041077,0.05000000074505806,0.1379772424697876,0.9953851103782654
168,Tor1aip2,24.0,300.0,2.5493228435516357,8.499513626098633,0.4391515254974365,0.05000000074505806,0.11277446150779724,0.9950539469718933
169,Sec16b,12.0,300.0,2.0,8.25610065460205,0.20666539669036865,0.05000000074505806,0.13480208814144135,0.9959109425544739
170,Cop1,24.0,300.0,3.1000680923461914,8.224287033081055,0.38892894983291626,0.05000000074505806,0.1341402679681778,0.9925597310066223
171,Serpinc1,24.0,300.0,3.468679904937744,8.0,0.9251090884208679,0.05000000074505806,0.11524120718240738,0.9900160431861877
172,Zbtb37,24.0,300.0,2.456603765487671,8.0,1.5033183097839355,0.05000000074505806,0.09118665754795074,0.8969738483428955
173,Gas5,24.0,300.0,3.113440752029419,8.0,1.1530557870864868,0.05000000074505806,0.12500602006912231,0.8995245695114136
174,Prdx6,22.0,300.0,2.855280876159668,8.0,0.7889661192893982,0.05000000074505806,0.1409279853105545,0.9952802062034607
175,Prrc2c,18.0,300.0,2.157600164413452,8.0,0.5501099824905396,0.05000000074505806,0.13664878904819489,0.9933152794837952
176,Fmo1,24.0,300.0,3.141528367996216,8.0,1.6732038259506226,0.05000000074505806,0.13892336189746857,0.990601122379303
177,F5,16.0,300.0,2.0,8.690533638000488,1.7709327936172485,0.05000000074505806,0.13862383365631104,0.9763034582138062
178,Slc19a2,24.0,300.0,3.2500574588775635,8.0,0.3143779933452606,0.05000000074505806,0.13544370234012604,0.9925647377967834
179,Atp1b1,16.0,300.0,2.0,8.0,1.7290014028549194,0.05000000074505806,0.14356665313243866,0.996742844581604
180,Sft2d2,24.0,300.0,2.7455358505249023,8.123475074768066,1.9594099521636963,0.05000000074505806,0.13810020685195923,0.9976560473442078
181,Dcaf6,24.0,300.0,2.509995460510254,8.0,2.187466621398926,0.05000000074505806,0.135981947183609,0.9720684885978699
182,Mpc2,16.0,300.0,2.0,8.0,1.119800090789795,0.05000000074505806,0.138276144862175,0.987797737121582
183,Creg1,24.0,300.0,2.4204680919647217,8.0,0.5361390709877014,0.05000000074505806,0.136418879032135,1.0196565389633179
184,Tmco1,12.0,300.0,2.0,8.66692066192627,0.21565166115760803,0.05000000074505806,0.1431945413351059,0.989920437335968
185,Aldh9a1,12.0,300.0,2.0,8.372957229614258,1.5839831829071045,0.05000000074505806,0.13815416395664215,0.9900810718536377
186,Hsd17b7,10.0,300.0,2.0,8.0,0.39416223764419556,0.05000000074505806,0.14093182981014252,0.992726743221283
187,Uhmk1,22.0,300.0,2.326266050338745,8.0,1.094622254371643,0.05000000074505806,0.1404828131198883,0.9957548379898071
188,Atf6,12.0,300.0,2.0,8.376364707946777,1.0754430294036865,0.05000000074505806,0.1390065848827362,0.9932940602302551
189,Sdhc,18.0,300.0,2.478487253189087,8.340048789978027,0.1200350672006607,0.05000000074505806,0.1412525177001953,0.9943597912788391
190,Nr1i3,24.0,300.0,2.697176218032837,8.0,1.0145106315612793,0.05000000074505806,0.1291370987892151,0.9887496829032898
191,Tomm40l,24.0,300.0,3.3129281997680664,8.13115406036377,0.9983295202255249,0.05000000074505806,0.13280217349529266,0.9932016730308533
192,Apoa2,24.0,300.0,3.2710812091827393,8.0,1.7466672658920288,0.05000000074505806,0.1404750943183899,0.9927487373352051
193,Ndufs2,12.0,300.0,2.0,8.0,0.42774906754493713,0.05000000074505806,0.13208378851413727,0.9910563230514526
194,Ufc1,22.0,300.0,2.9891810417175293,8.0,0.5504468679428101,0.05000000074505806,0.14149361848831177,0.9882402420043945
195,Nit1,22.0,300.0,2.756765365600586,8.489211082458496,0.5058216452598572,0.05000000074505806,0.14193081855773926,0.9967328310012817
196,F11r,24.0,300.0,3.2800753116607666,8.182548522949219,0.5749433636665344,0.05000000074505806,0.13663236796855927,0.995026707649231
197,Ncstn,24.0,300.0,2.4859843254089355,8.817506790161133,0.5650119185447693,0.05000000074505806,0.1369728296995163,0.9729549884796143
198,Copa,12.0,300.0,2.0,8.466474533081055,0.8993138074874878,0.05000000074505806,0.13483569025993347,0.9947823882102966
199,Pex19,24.0,300.0,2.673172950744629,8.0,1.509804606437683,0.05000000074505806,0.1375628113746643,0.9923813939094543
200,Dcaf8,24.0,300.0,3.413586378097534,8.399876594543457,1.3056855201721191,0.05000000074505806,0.1298806071281433,0.9932615756988525
201,Crp,24.0,300.0,3.503662109375,8.521194458007812,1.1022433042526245,0.05000000074505806,0.1379225254058838,0.9928179383277893
202,Apcs,24.0,300.0,2.724548101425171,8.253837585449219,1.0406811237335205,0.05000000074505806,0.12676112353801727,0.9998056888580322
203,Fh1,24.0,300.0,2.85183048248291,8.279468536376953,1.4057379961013794,0.05000000074505806,0.11256811022758484,0.9971275329589844
204,Kmo,16.0,300.0,2.0,8.127138137817383,0.8836342692375183,0.05000000074505806,0.13789398968219757,0.9877673387527466
205,Zbtb18,24.0,300.0,2.9062161445617676,8.0,0.5160569548606873,0.05000000074505806,0.13445162773132324,0.9958593845367432
206,Adss,24.0,300.0,3.090731382369995,8.218734741210938,0.851732611656189,0.05000000074505806,0.14351023733615875,0.9962823390960693
207,Hnrnpu,24.0,300.0,3.4495506286621094,8.42978572845459,0.7886162400245667,0.05000000074505806,0.14162170886993408,0.9945578575134277
208,Ahctf1,24.0,300.0,2.499988555908203,8.490002632141113,1.4325244426727295,0.05000000074505806,0.11761617660522461,0.9930928349494934
209,Cdc42bpa,12.0,300.0,2.0,8.0,0.476798415184021,0.05000000074505806,0.13729898631572723,0.9916588664054871
210,Coq8a,24.0,300.0,2.917346239089966,8.47572135925293,2.3708629608154297,0.05000000074505806,0.1141117513179779,0.9931862950325012
211,Psen2,24.0,300.0,3.081378936767578,8.0,2.4867217540740967,0.05000000074505806,0.10812242329120636,0.9953620433807373
